Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
13-May-21,2021-05-13,Deceased,4000,2,89,3,75,90,10,195,0,0,308,63,109,163,63,55,108,344,97,3,2,74,850,10,18,0,12,19,24,186,159,9,297,33,2,277,122,129,0
14-May-21,2021-05-14,Deceased,3889,2,96,5,76,77,8,172,0,0,289,61,104,164,67,60,76,373,93,2,0,88,695,16,12,0,13,22,30,180,155,6,288,29,2,311,181,136,0
15-May-21,2021-05-15,Deceased,4077,0,98,1,63,73,8,129,0,0,337,58,95,144,56,63,65,349,96,2,0,72,960,10,21,0,6,21,20,216,149,5,303,32,3,281,197,144,0
16-May-21,2021-05-16,Deceased,4098,3,101,3,56,89,10,144,0,0,262,43,82,139,70,59,48,403,89,0,1,79,974,16,19,1,13,19,32,202,156,2,311,27,2,308,188,147,0
17-May-21,2021-05-17,Deceased,4334,1,109,4,92,96,6,149,0,0,340,53,81,114,58,73,60,476,87,0,0,77,1000,14,16,2,7,22,28,191,157,5,335,30,10,271,223,147,0
18-May-21,2021-05-18,Deceased,4529,3,99,2,73,111,6,153,0,0,265,45,67,124,78,71,62,525,97,5,1,70,1291,20,19,3,12,22,33,231,146,2,364,27,4,255,98,145,0
19-May-21,2021-05-19,Deceased,3877,3,106,2,89,104,9,146,0,0,235,31,71,153,69,62,53,468,112,1,3,88,594,23,24,1,6,21,29,208,139,2,365,25,5,280,193,157,0
20-May-21,2021-05-20,Deceased,4209,1,114,0,74,98,10,113,0,0,233,44,64,129,65,67,60,548,128,1,2,88,984,11,10,0,11,25,28,191,127,3,397,23,3,236,159,162,0
21-May-21,2021-05-21,Deceased,4194,2,104,3,81,98,14,96,0,0,252,30,65,112,57,43,46,353,142,1,2,79,1263,15,25,0,13,27,26,172,129,3,467,25,2,172,116,159,0
22-May-21,2021-05-22,Deceased,3739,3,118,3,79,103,12,103,0,0,182,39,54,98,55,48,41,451,176,3,2,89,682,13,21,1,13,26,30,201,115,1,448,21,2,218,134,154,0
23-May-21,2021-05-23,Deceased,4454,2,104,3,72,107,10,92,0,0,189,42,53,97,59,51,37,624,188,2,0,75,1320,14,22,2,14,28,34,192,113,3,422,19,6,231,71,156,0
24-May-21,2021-05-24,Deceased,3509,1,96,4,84,93,7,60,0,0,207,38,45,95,61,45,33,529,196,0,0,60,592,17,26,0,12,32,23,187,103,8,404,21,2,153,122,153,0
25-May-21,2021-05-25,Deceased,4160,2,106,2,92,104,5,77,0,0,156,39,44,128,60,53,20,588,177,1,2,68,1137,15,19,1,18,33,26,174,105,5,468,23,5,157,93,157,0
26-May-21,2021-05-26,Deceased,3843,2,99,3,90,99,8,56,0,0,130,39,36,106,44,40,19,530,151,2,0,72,992,10,10,0,12,35,27,185,107,2,475,20,3,193,93,153,0
27-May-21,2021-05-27,Deceased,3659,1,104,2,83,98,7,69,0,0,117,39,33,98,59,37,16,476,181,4,2,70,884,18,12,0,11,34,20,177,85,1,474,18,6,187,88,148,0
28-May-21,2021-05-28,Deceased,3611,4,103,2,80,61,6,67,0,0,139,32,27,96,64,56,20,401,194,2,1,63,973,13,20,1,5,33,21,176,78,3,486,19,6,154,60,145,0
29-May-21,2021-05-29,Deceased,3463,0,104,3,77,48,5,64,0,0,122,27,29,97,30,46,13,492,198,0,2,68,832,15,7,0,7,35,21,125,70,4,486,21,13,155,99,148,0
30-May-21,2021-05-30,Deceased,3130,1,94,1,55,52,5,37,0,0,78,28,25,89,41,29,19,381,186,1,1,60,814,17,13,1,13,33,21,127,66,3,493,16,9,138,41,142,0
31-May-21,2021-05-31,Deceased,2783,1,98,0,65,59,8,32,0,0,86,24,18,82,16,37,13,411,174,1,1,48,500,14,14,4,0,35,18,118,68,3,478,18,6,151,51,131,0
01-Jun-21,2021-06-01,Deceased,3205,3,104,1,51,59,5,29,0,0,62,22,22,80,38,32,9,464,194,1,0,45,854,18,14,2,9,37,14,99,65,4,490,15,6,175,45,137,0
02-Jun-21,2021-06-02,Deceased,2898,1,98,2,61,46,3,40,0,0,103,22,18,78,29,24,11,463,213,1,2,45,553,14,24,2,27,40,17,99,65,3,483,17,6,115,38,135,0
03-Jun-21,2021-06-03,Deceased,2717,0,81,1,46,28,1,22,0,0,45,17,17,71,23,29,10,514,153,2,0,50,643,10,9,2,5,42,16,92,44,3,460,18,9,108,38,108,0
04-Jun-21,2021-06-04,Deceased,3372,2,83,3,54,23,3,23,0,0,50,17,16,73,27,34,13,364,135,1,1,50,1377,14,18,2,12,39,18,87,40,3,463,15,5,136,58,113,0
05-Jun-21,2021-06-05,Deceased,2682,1,80,1,44,21,3,30,0,0,60,17,15,59,19,25,12,365,209,1,2,38,741,9,9,4,6,40,12,82,32,2,443,18,11,120,33,118,0
06-Jun-21,2021-06-06,Deceased,2444,0,90,2,37,41,4,25,0,0,34,16,12,48,18,23,8,320,227,0,0,42,618,9,12,1,4,42,15,67,25,5,434,14,8,101,35,107,0
07-Jun-21,2021-06-07,Deceased,2107,1,86,0,37,43,2,26,0,0,36,80,11,39,18,16,6,340,211,0,3,32,340,15,5,2,3,41,10,84,31,0,351,16,6,81,32,103,0
08-Jun-21,2021-06-08,Deceased,2222,2,77,1,43,34,5,14,0,0,41,19,11,38,13,11,13,179,124,0,1,36,702,12,9,2,3,45,6,59,32,2,409,15,8,92,66,98,0
09-Jun-21,2021-06-09,Deceased,6139,0,67,2,55,3971,2,14,0,0,36,18,10,40,15,17,3,192,156,0,0,36,661,7,16,1,3,43,4,74,30,1,405,17,5,91,52,95,0
10-Jun-21,2021-06-10,Deceased,3414,0,67,5,51,23,2,14,0,0,44,14,11,32,17,25,5,194,194,2,0,34,1915,10,10,3,6,44,9,74,23,3,358,14,14,81,29,87,0
11-Jun-21,2021-06-11,Deceased,3996,0,61,5,29,14,3,15,0,0,24,8,9,43,7,17,1,159,173,0,1,35,2619,19,10,0,4,43,11,68,27,2,378,16,5,70,31,89,0
12-Jun-21,2021-06-12,Deceased,3300,1,58,5,42,18,3,11,0,0,28,15,6,45,17,14,0,144,171,0,0,21,1966,15,13,1,3,47,9,68,16,0,374,13,8,68,19,81,0
13-Jun-21,2021-06-13,Deceased,3922,0,58,2,36,8,3,6,0,0,23,14,6,43,7,12,2,125,206,0,1,21,2771,15,6,1,5,45,7,59,7,0,267,15,9,51,7,84,0
14-Jun-21,2021-06-14,Deceased,2733,0,59,6,43,13,2,17,0,0,16,9,6,40,7,9,1,120,161,1,0,36,1592,16,10,7,3,44,7,40,20,0,254,12,7,72,25,78,0
15-Jun-21,2021-06-15,Deceased,2540,0,53,4,34,9,3,8,0,0,12,10,4,38,12,10,4,115,166,1,1,27,1458,8,7,0,3,42,5,48,14,3,267,14,4,56,25,75,0
16-Jun-21,2021-06-16,Deceased,2329,1,57,0,36,9,2,12,0,0,25,13,5,39,4,12,3,148,147,0,0,34,1236,10,8,2,2,44,6,48,9,1,270,11,5,49,12,69,0
17-Jun-21,2021-06-17,Deceased,1591,0,58,3,41,4,3,7,0,0,10,9,6,38,10,9,3,138,88,1,0,30,636,13,4,3,5,39,8,40,10,2,210,13,5,67,14,64,0
18-Jun-21,2021-06-18,Deceased,1645,0,57,1,33,9,2,7,0,0,14,6,5,36,5,8,2,168,90,0,0,28,648,12,9,1,1,37,4,33,9,3,287,12,3,51,6,58,0
19-Jun-21,2021-06-19,Deceased,1574,0,45,0,40,7,2,9,0,0,7,9,5,33,10,4,2,161,115,1,1,30,682,6,5,2,1,42,6,31,7,1,180,10,5,51,9,55,0
20-Jun-21,2021-06-20,Deceased,1424,0,50,0,30,7,0,10,0,0,7,6,4,30,3,14,0,120,112,1,0,30,605,8,4,4,1,40,3,24,4,2,182,11,4,46,9,53,0
21-Jun-21,2021-06-21,Deceased,1167,0,44,0,35,7,0,8,0,0,11,7,2,29,6,10,1,142,94,0,0,19,352,8,5,2,6,43,3,28,6,0,189,9,4,46,9,42,0
22-Jun-21,2021-06-22,Deceased,1359,0,53,1,37,6,0,7,0,0,8,11,3,20,5,7,2,139,141,0,1,20,482,10,3,1,2,38,1,34,3,3,194,10,4,58,8,47,0
23-Jun-21,2021-06-23,Deceased,1323,0,36,0,30,6,1,5,0,0,7,5,3,19,8,4,2,123,150,0,0,21,508,9,9,1,0,46,4,35,1,0,166,12,4,54,16,38,0
24-Jun-21,2021-06-24,Deceased,1328,0,38,2,34,4,0,8,0,0,8,9,2,19,2,11,2,138,136,0,0,22,556,11,10,1,2,44,3,21,0,2,155,9,2,30,6,41,0
25-Jun-21,2021-06-25,Deceased,1183,0,38,3,26,3,0,8,0,0,4,5,3,18,2,7,1,114,118,0,1,22,511,8,7,2,2,40,5,12,0,1,150,11,2,15,9,35,0
26-Jun-21,2021-06-26,Deceased,1258,0,38,2,33,2,0,4,0,0,9,5,3,17,6,5,3,115,118,0,0,25,511,15,3,2,6,47,2,23,5,2,148,9,3,62,3,32,0
27-Jun-21,2021-06-27,Deceased,978,0,33,0,37,1,0,4,0,0,4,7,3,17,2,8,1,89,62,0,0,21,405,16,2,0,0,39,3,12,4,0,91,8,3,75,2,29,0
28-Jun-21,2021-06-28,Deceased,907,1,31,0,42,4,0,6,0,0,2,7,3,16,3,6,0,93,110,0,0,19,287,6,8,0,6,43,1,20,2,3,98,9,4,41,4,32,0
29-Jun-21,2021-06-29,Deceased,819,0,41,1,27,1,1,1,0,0,4,2,2,16,1,6,2,93,104,0,0,18,231,11,4,1,0,40,3,22,2,1,118,7,3,18,3,35,0
30-Jun-21,2021-06-30,Deceased,1002,0,35,4,30,4,0,1,0,0,6,6,3,14,2,7,0,111,142,0,0,15,141,9,7,1,2,48,1,19,3,2,113,10,2,14,221,29,0
01-Jul-21,2021-07-01,Deceased,857,0,38,4,38,4,0,6,0,0,4,6,3,15,1,4,0,94,124,0,1,12,252,12,6,0,3,45,2,20,2,1,102,8,5,10,8,27,0
02-Jul-21,2021-07-02,Deceased,737,0,35,0,27,2,0,5,0,0,2,2,2,15,1,6,0,88,146,0,0,8,156,13,5,1,0,46,8,14,7,0,97,9,1,15,3,23,0
03-Jul-21,2021-07-03,Deceased,950,0,36,0,28,5,0,3,0,0,5,7,3,13,1,2,1,86,135,0,0,12,371,13,6,1,1,45,1,17,4,0,115,6,2,6,4,21,0
04-Jul-21,2021-07-04,Deceased,725,0,29,1,20,2,0,3,0,0,7,4,2,12,1,2,1,59,75,2,0,8,306,8,7,0,0,42,1,7,4,0,72,7,3,18,2,20,0
05-Jul-21,2021-07-05,Deceased,552,0,26,2,31,5,1,1,0,0,2,2,2,10,1,6,2,67,102,0,0,6,106,8,9,3,0,52,1,12,3,1,54,7,4,6,2,18,0
06-Jul-21,2021-07-06,Deceased,930,0,28,2,34,5,0,5,0,0,4,4,1,10,1,2,1,92,142,0,0,2,395,14,9,0,4,51,1,9,1,0,73,5,5,10,3,17,0
07-Jul-21,2021-07-07,Deceased,819,0,21,3,26,1,0,2,0,0,4,3,0,9,1,4,0,75,148,0,0,2,326,11,6,1,2,59,2,10,0,2,64,7,4,10,0,16,0
08-Jul-21,2021-07-08,Deceased,908,0,27,1,21,2,0,3,0,0,3,4,0,10,0,4,1,62,142,1,0,4,439,12,4,2,0,57,2,16,0,1,57,4,2,10,0,17,0
09-Jul-21,2021-07-09,Deceased,1207,0,14,1,24,0,0,5,0,0,3,2,1,9,1,1,0,68,130,1,0,1,738,10,9,0,2,61,1,11,1,0,69,6,6,13,0,19,0
10-Jul-21,2021-07-10,Deceased,898,1,26,2,24,4,0,3,0,0,1,7,0,8,3,2,0,48,109,0,0,1,494,7,7,2,0,58,1,9,2,1,49,5,3,4,0,17,0
11-Jul-21,2021-07-11,Deceased,720,0,16,1,16,0,0,3,0,0,3,2,0,8,1,1,0,56,97,0,0,0,350,14,2,4,0,65,0,9,0,2,47,4,0,5,1,13,0
12-Jul-21,2021-07-12,Deceased,2024,0,22,2,37,1,0,0,0,0,3,0,1,6,1,0,0,61,100,0,0,1481,146,15,5,5,4,63,2,7,0,2,36,6,3,2,2,11,0
13-Jul-21,2021-07-13,Deceased,625,0,18,2,23,0,0,4,0,0,2,4,0,7,4,1,1,48,124,0,0,2,196,22,5,1,3,68,0,6,0,0,48,3,2,4,10,17,0
14-Jul-21,2021-07-14,Deceased,578,0,15,2,22,2,0,4,0,0,1,0,0,8,3,2,0,45,128,0,0,0,170,17,3,2,2,65,1,8,2,0,55,5,1,0,1,14,0
15-Jul-21,2021-07-15,Deceased,544,0,24,2,27,4,0,3,0,0,1,1,0,7,3,1,0,48,87,0,0,2,170,14,5,1,0,66,1,5,0,1,49,4,3,1,2,12,0
16-Jul-21,2021-07-16,Deceased,560,0,16,2,24,1,0,3,0,0,1,4,0,8,2,1,0,42,130,0,0,0,167,10,5,3,3,64,2,3,0,1,46,4,1,6,1,10,0
17-Jul-21,2021-07-17,Deceased,517,0,18,2,23,1,0,2,0,0,4,3,1,7,1,1,0,42,114,0,0,2,124,15,8,1,5,67,1,9,2,2,43,5,1,4,1,8,0
18-Jul-21,2021-07-18,Deceased,501,0,17,1,15,2,0,2,0,0,0,2,1,6,2,1,0,36,81,0,0,0,180,11,6,2,4,66,2,9,1,3,29,3,2,6,0,11,0
19-Jul-21,2021-07-19,Deceased,372,0,22,1,20,1,0,4,0,0,3,0,0,6,0,1,2,40,58,0,0,0,66,16,10,1,2,58,0,4,1,0,28,5,3,7,1,12,0
20-Jul-21,2021-07-20,Deceased,3998,0,24,0,10,2,0,4,0,0,5,2,0,3,0,6,0,29,104,0,0,0,3656,17,13,2,2,56,3,7,0,1,30,2,1,9,0,10,0
21-Jul-21,2021-07-21,Deceased,510,0,19,1,25,3,0,2,0,0,4,5,0,3,0,1,0,36,106,0,0,0,165,15,6,2,3,69,0,2,0,1,27,5,2,2,0,6,0
22-Jul-21,2021-07-22,Deceased,481,0,12,4,22,0,0,1,0,0,1,5,0,2,2,1,0,31,122,0,0,0,120,12,14,3,1,67,2,4,1,2,29,3,1,4,2,13,0
23-Jul-21,2021-07-23,Deceased,542,0,14,4,15,0,0,1,0,0,1,3,0,3,2,1,0,30,132,1,0,0,167,15,21,1,1,69,3,6,0,1,24,4,2,5,0,16,0
24-Jul-21,2021-07-24,Deceased,541,0,18,1,23,2,0,3,0,0,0,0,0,1,2,0,2,29,98,0,0,0,224,14,5,4,1,68,1,2,0,1,27,2,4,1,0,8,0
25-Jul-21,2021-07-25,Deceased,411,0,15,3,22,2,0,5,0,0,2,6,0,2,1,0,0,22,66,0,0,0,123,13,10,1,4,67,2,8,0,0,22,4,1,1,0,9,0
26-Jul-21,2021-07-26,Deceased,418,0,17,2,26,0,0,1,0,0,1,4,0,3,2,1,0,31,135,0,0,0,53,9,7,1,3,62,1,12,0,1,26,3,5,0,0,12,0
27-Jul-21,2021-07-27,Deceased,641,0,19,3,18,0,0,2,0,0,2,4,0,2,2,0,1,32,156,0,0,0,254,11,9,2,5,60,1,3,1,2,29,4,3,4,2,10,0
28-Jul-21,2021-07-28,Deceased,640,0,20,3,21,0,0,1,0,0,3,2,0,3,2,1,1,19,131,0,1,1,286,12,8,1,2,69,1,5,0,0,29,2,1,1,0,14,0
29-Jul-21,2021-07-29,Deceased,549,0,20,1,20,3,0,0,0,0,0,2,0,3,0,1,0,35,128,0,0,0,190,11,14,0,4,65,0,4,0,4,28,3,2,-3,0,14,0
30-Jul-21,2021-07-30,Deceased,598,0,22,1,20,1,1,3,0,0,3,2,0,3,0,1,2,34,116,0,0,0,231,20,11,3,5,66,1,2,0,5,27,4,4,4,1,5,0
31-Jul-21,2021-07-31,Deceased,542,0,23,3,19,0,1,1,0,0,1,1,0,2,1,0,0,37,80,0,0,0,225,15,12,5,5,68,2,1,1,2,26,2,1,0,0,8,0
01-Aug-21,2021-08-01,Deceased,424,0,18,2,15,1,0,1,0,0,1,1,0,3,0,1,1,25,56,0,0,0,157,10,11,2,4,64,0,1,0,1,26,3,0,7,0,13,0
02-Aug-21,2021-08-02,Deceased,420,0,15,3,19,0,0,3,0,0,0,2,0,1,1,2,0,25,118,0,0,0,90,12,13,1,4,67,0,0,0,1,28,2,0,0,1,12,0
03-Aug-21,2021-08-03,Deceased,561,0,18,0,13,0,0,2,0,0,4,2,0,2,1,3,0,38,148,0,0,0,177,14,9,4,3,69,0,5,0,2,29,4,0,2,3,9,0
04-Aug-21,2021-08-04,Deceased,532,0,16,2,19,2,0,1,0,0,0,1,0,3,4,1,0,30,108,0,0,0,195,14,7,2,2,66,3,0,0,1,38,3,2,2,0,10,0
05-Aug-21,2021-08-05,Deceased,465,0,24,0,17,0,0,2,0,0,2,3,0,2,4,1,0,25,117,0,0,1,120,8,8,1,2,68,0,2,0,2,33,3,4,3,0,13,0
06-Aug-21,2021-08-06,Deceased,616,0,22,1,14,0,0,3,0,0,5,1,1,1,2,0,1,36,187,0,0,0,187,14,14,3,1,66,1,11,0,1,30,2,1,1,1,9,0
07-Aug-21,2021-08-07,Deceased,491,0,23,3,15,0,0,3,0,0,1,2,0,1,0,0,0,32,139,0,0,0,128,12,7,1,1,64,1,1,0,3,29,4,4,2,0,15,0
08-Aug-21,2021-08-08,Deceased,447,0,18,2,15,0,0,1,0,0,0,1,0,1,1,3,0,20,93,0,0,0,151,10,9,5,2,69,0,3,0,0,28,2,1,0,0,12,0
09-Aug-21,2021-08-09,Deceased,376,0,18,4,17,0,0,0,0,0,1,4,0,1,1,1,0,24,105,0,1,0,68,7,11,1,0,66,0,4,0,0,23,3,3,1,1,11,0
10-Aug-21,2021-08-10,Deceased,496,0,15,2,16,0,0,4,0,0,1,0,0,2,2,2,0,31,152,0,0,0,137,7,11,3,0,64,0,2,0,1,27,3,1,1,0,12,0
11-Aug-21,2021-08-11,Deceased,491,0,18,3,14,0,0,1,0,0,0,0,0,1,2,1,0,33,116,0,0,0,163,10,10,1,6,65,1,3,0,3,28,2,2,1,1,6,0
12-Aug-21,2021-08-12,Deceased,583,0,13,0,17,0,0,0,0,0,0,2,1,1,3,2,0,30,160,0,0,0,208,9,5,1,2,67,2,9,0,1,33,3,0,4,0,10,0
13-Aug-21,2021-08-13,Deceased,477,0,20,1,20,3,0,0,0,0,0,2,0,2,2,0,1,22,114,0,0,0,158,8,13,1,1,60,0,0,0,0,34,2,2,2,1,8,0
14-Aug-21,2021-08-14,Deceased,491,0,16,0,11,0,0,1,0,0,1,0,0,1,1,0,0,25,105,0,0,0,179,9,7,4,3,66,1,6,0,1,34,3,1,1,0,15,0
15-Aug-21,2021-08-15,Deceased,421,0,16,0,10,0,0,1,0,0,0,3,0,1,3,2,0,21,102,0,0,0,130,10,7,3,4,64,1,2,0,0,23,1,4,1,0,12,0
16-Aug-21,2021-08-16,Deceased,438,0,13,0,10,0,0,1,0,0,0,5,0,2,3,1,0,28,142,0,0,1,100,6,8,3,4,66,0,2,0,0,28,3,1,1,1,9,0
17-Aug-21,2021-08-17,Deceased,440,0,11,0,11,0,0,1,0,0,4,1,0,1,6,1,1,32,127,0,0,0,116,6,5,0,2,68,0,1,0,2,32,2,1,1,2,6,0
18-Aug-21,2021-08-18,Deceased,527,0,15,2,15,0,0,0,0,0,4,1,0,1,1,1,0,22,179,0,0,0,158,6,12,2,1,65,0,0,0,0,31,2,0,1,1,7,0
19-Aug-21,2021-08-19,Deceased,543,0,10,1,10,0,0,2,0,0,2,2,0,2,1,0,0,27,197,0,0,0,154,4,5,4,0,68,1,2,0,1,29,3,2,2,2,12,0
20-Aug-21,2021-08-20,Deceased,376,0,6,2,13,0,1,1,0,0,0,2,0,1,3,1,0,17,99,0,0,0,105,7,4,2,1,69,0,4,0,0,24,2,1,2,0,9,0
21-Aug-21,2021-08-21,Deceased,401,0,13,0,15,0,0,0,0,0,0,2,1,1,1,0,0,18,83,0,0,0,145,8,8,0,0,66,2,1,0,0,23,2,0,1,1,10,0
22-Aug-21,2021-08-22,Deceased,385,0,8,2,10,0,0,1,0,0,0,1,0,1,6,1,0,22,66,0,0,1,145,4,9,4,1,69,0,0,0,1,23,2,0,0,0,8,0
23-Aug-21,2021-08-23,Deceased,357,0,12,0,11,1,0,1,0,0,0,1,0,1,5,1,0,10,90,0,0,0,105,4,3,4,0,68,0,1,0,2,25,3,2,0,0,7,0
24-Aug-21,2021-08-24,Deceased,650,0,15,0,13,0,0,1,0,0,0,0,0,1,4,1,0,29,173,0,0,0,288,4,4,1,1,67,1,2,0,0,27,1,3,2,0,12,0
25-Aug-21,2021-08-25,Deceased,605,0,16,0,7,0,0,0,0,0,1,1,1,1,1,0,0,22,215,0,0,0,216,4,7,0,1,69,0,3,0,0,27,2,1,0,0,10,0
26-Aug-21,2021-08-26,Deceased,493,0,12,1,11,0,0,0,0,0,0,4,0,1,3,0,0,25,162,0,0,0,159,4,2,1,0,66,0,4,0,0,26,1,2,0,0,9,0
27-Aug-21,2021-08-27,Deceased,514,0,10,0,9,2,0,0,0,0,0,0,1,1,3,1,0,17,179,0,0,0,170,3,2,4,2,69,0,2,0,1,21,2,2,2,3,8,0
28-Aug-21,2021-08-28,Deceased,457,0,19,0,9,1,1,0,0,0,0,2,0,1,6,1,0,13,153,0,0,0,126,5,3,3,0,68,1,2,0,1,21,2,1,11,0,7,0
29-Aug-21,2021-08-29,Deceased,527,0,18,0,4,0,0,0,0,0,0,2,0,1,1,1,0,17,75,0,0,0,131,4,7,3,148,69,2,3,0,0,22,1,1,11,0,6,0
30-Aug-21,2021-08-30,Deceased,205,0,13,0,15,0,0,0,0,0,1,3,0,1,3,0,0,15,132,0,0,0,52,2,1,2,-145,67,0,4,0,1,21,2,1,2,1,11,0
31-Aug-21,2021-08-31,Deceased,462,0,19,0,5,0,0,0,0,0,1,3,0,2,3,1,0,25,115,0,0,0,104,1,4,3,3,68,0,58,0,0,22,1,2,3,6,13,0
01-Sep-21,2021-09-01,Deceased,507,0,10,0,11,0,1,0,0,0,0,1,0,0,5,1,0,21,173,0,0,0,183,2,4,1,0,53,1,3,0,0,20,3,0,2,0,12,0
02-Sep-21,2021-09-02,Deceased,355,0,10,1,6,1,0,2,0,0,0,0,0,2,1,0,0,22,188,0,0,0,55,6,7,1,-10,6,2,1,0,1,20,2,2,16,0,13,0
03-Sep-21,2021-09-03,Deceased,342,0,10,1,6,0,0,-1,0,0,0,1,1,2,4,0,0,19,131,0,0,0,92,2,1,0,16,7,0,2,0,2,19,2,1,13,0,11,0
04-Sep-21,2021-09-04,Deceased,309,0,16,2,10,0,0,0,0,0,0,0,0,2,1,1,1,21,142,0,0,0,64,4,2,3,0,5,1,2,0,0,20,3,0,0,1,8,0
05-Sep-21,2021-09-05,Deceased,218,0,8,0,6,1,0,0,0,0,0,5,0,0,2,0,0,8,74,0,0,0,67,2,4,1,0,7,1,0,0,0,18,1,0,2,0,11,0
06-Sep-21,2021-09-06,Deceased,290,0,14,3,11,1,0,1,0,0,0,2,0,2,2,0,0,17,135,0,0,0,37,4,0,2,5,8,1,5,0,2,18,2,0,5,0,13,0
07-Sep-21,2021-09-07,Deceased,368,0,10,1,9,0,1,0,0,0,1,0,0,1,5,0,0,15,189,0,0,0,86,0,4,2,1,7,1,3,0,1,19,2,0,2,1,7,0
08-Sep-21,2021-09-08,Deceased,339,0,15,1,4,1,0,0,0,0,0,2,0,0,4,1,0,17,181,0,0,0,65,3,4,1,2,8,0,2,0,0,18,1,0,0,0,9,0
09-Sep-21,2021-09-09,Deceased,258,0,14,0,4,1,1,1,0,0,0,0,0,0,6,0,0,4,125,0,0,0,55,1,2,2,0,8,1,2,0,0,21,2,0,0,0,8,0
10-Sep-21,2021-09-10,Deceased,310,0,6,0,5,0,0,0,0,0,0,2,0,0,2,0,0,10,177,0,0,1,44,1,7,3,0,6,0,2,0,1,25,1,2,1,0,14,0
11-Sep-21,2021-09-11,Deceased,338,0,17,1,8,0,0,0,0,0,0,2,0,0,5,1,0,15,181,0,0,0,35,2,6,2,2,8,1,0,0,0,27,1,0,10,0,14,0
12-Sep-21,2021-09-12,Deceased,219,0,11,0,11,0,1,0,0,0,0,1,0,0,1,2,0,17,67,0,0,0,46,2,4,2,3,6,2,0,0,0,22,2,0,9,0,10,0
13-Sep-21,2021-09-13,Deceased,340,0,12,0,7,0,0,0,0,0,0,0,0,121,3,0,0,13,99,0,0,0,27,1,3,4,6,6,0,4,0,0,22,2,0,0,0,10,0
14-Sep-21,2021-09-14,Deceased,281,0,9,1,9,0,1,1,0,0,0,2,0,0,3,0,0,12,129,0,0,0,52,3,2,3,1,4,0,7,0,1,27,1,0,1,0,12,0
15-Sep-21,2021-09-15,Deceased,432,0,11,0,8,0,0,0,0,0,0,70,0,1,2,1,0,8,208,0,0,0,56,2,6,4,0,6,2,0,0,1,29,1,1,1,0,14,0
16-Sep-21,2021-09-16,Deceased,318,0,14,0,4,0,0,0,0,0,1,0,0,0,3,0,0,18,178,0,0,0,45,4,3,3,2,4,2,3,0,0,25,1,0,1,0,7,0
17-Sep-21,2021-09-17,Deceased,285,0,8,0,9,0,0,1,0,0,1,1,0,0,0,1,0,18,131,0,0,0,67,5,1,3,4,4,1,0,0,0,17,2,1,1,0,9,0
18-Sep-21,2021-09-18,Deceased,306,0,9,0,2,0,0,0,0,0,0,2,0,0,2,0,0,14,143,0,0,0,80,4,3,3,1,6,1,0,0,0,22,1,0,0,1,12,0
19-Sep-21,2021-09-19,Deceased,296,0,9,0,7,1,0,1,0,0,0,2,0,0,1,0,0,16,152,0,0,0,49,1,5,2,0,7,2,1,0,0,27,1,1,0,0,11,0
20-Sep-21,2021-09-20,Deceased,251,0,8,1,10,0,0,2,0,0,0,1,0,0,3,1,0,24,92,0,0,0,28,1,1,2,1,6,1,31,0,1,23,2,0,0,0,12,0
21-Sep-21,2021-09-21,Deceased,385,0,11,1,6,0,0,0,0,0,0,2,0,0,2,2,0,21,214,0,0,0,70,3,1,6,3,5,0,2,0,0,19,1,1,0,1,14,0
22-Sep-21,2021-09-22,Deceased,280,0,8,0,4,0,1,0,0,0,0,0,0,1,4,0,0,20,142,0,0,0,48,1,4,3,1,4,2,0,0,1,21,1,0,1,0,13,0
23-Sep-21,2021-09-23,Deceased,318,0,11,0,10,1,0,0,0,0,0,0,0,0,3,0,0,15,152,0,0,0,61,2,1,8,2,7,0,2,0,1,27,1,1,1,0,12,0
24-Sep-21,2021-09-24,Deceased,291,0,10,0,7,0,0,0,0,0,0,2,0,0,0,1,0,23,127,0,0,1,51,5,3,7,1,6,0,1,0,1,27,2,0,1,2,13,0
25-Sep-21,2021-09-25,Deceased,259,0,7,1,4,0,0,1,0,0,0,0,0,1,4,1,0,11,120,0,0,0,58,0,2,1,1,7,2,1,0,2,22,1,1,0,0,11,0
26-Sep-21,2021-09-26,Deceased,276,0,11,0,5,0,0,0,0,0,0,4,0,0,3,1,0,9,165,0,0,0,36,3,1,6,0,5,2,1,0,1,14,0,0,0,0,9,0
27-Sep-21,2021-09-27,Deceased,181,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,58,0,0,0,32,1,3,9,1,5,0,1,0,1,19,2,0,0,0,15,0
28-Sep-21,2021-09-28,Deceased,375,0,8,1,10,0,0,0,0,0,2,5,0,64,3,0,2,17,149,0,0,2,60,5,2,2,1,7,1,2,0,0,17,1,0,1,0,13,0
29-Sep-21,2021-09-29,Deceased,313,0,13,1,7,0,0,1,0,0,0,4,0,0,3,0,0,17,155,0,0,2,49,2,3,3,1,5,1,4,0,0,24,1,1,1,1,14,0
30-Sep-21,2021-09-30,Deceased,278,0,13,0,5,1,0,1,0,0,0,2,0,0,1,0,0,14,122,0,0,0,56,1,4,3,0,6,0,3,0,0,28,2,1,0,0,15,0
