Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
23-Dec-20,2020-12-23,Deceased,315,0,3,0,5,5,1,15,0,0,18,2,6,5,5,3,0,9,22,0,0,12,93,1,1,1,1,3,0,13,8,1,12,4,3,21,8,34,0
24-Dec-20,2020-12-24,Deceased,337,0,4,0,4,4,1,22,0,0,37,1,8,7,5,7,2,1,22,1,0,10,89,3,0,0,0,4,0,17,8,0,12,2,1,22,11,32,0
25-Dec-20,2020-12-25,Deceased,251,0,2,0,0,2,0,14,0,0,30,0,6,4,3,1,0,5,16,0,0,12,71,3,0,0,0,3,0,9,7,0,12,3,0,12,5,31,0
26-Dec-20,2020-12-26,Deceased,280,0,1,0,2,6,1,12,0,0,23,3,7,7,11,6,2,7,21,0,0,9,60,0,3,0,1,4,1,12,7,0,11,2,1,14,13,33,0
27-Dec-20,2020-12-27,Deceased,281,0,2,0,2,4,0,18,0,0,16,0,7,9,6,2,1,11,25,0,0,18,66,4,0,0,0,4,1,18,6,0,10,2,0,13,7,29,0
28-Dec-20,2020-12-28,Deceased,250,0,4,0,1,3,1,26,0,0,21,3,6,8,2,6,1,8,14,0,0,9,50,0,0,0,1,3,0,13,7,1,11,2,0,16,6,27,0
29-Dec-20,2020-12-29,Deceased,285,0,2,0,2,3,0,17,0,0,28,1,7,10,4,4,5,4,24,1,0,10,68,5,0,0,0,4,2,10,6,0,12,2,0,18,6,30,0
30-Dec-20,2020-12-30,Deceased,299,0,4,0,3,4,0,14,0,0,21,2,7,7,6,1,2,7,28,0,0,13,90,1,1,0,0,3,0,9,6,1,17,3,0,12,9,28,0
31-Dec-20,2020-12-31,Deceased,244,0,4,0,2,4,1,21,0,0,13,2,4,6,3,3,3,9,30,0,0,11,58,1,0,0,0,2,0,10,7,0,13,3,0,0,5,29,0
01-Jan-21,2021-01-01,Deceased,237,0,0,0,4,3,1,4,0,0,21,0,3,6,2,1,0,6,23,0,0,12,59,1,0,0,0,3,0,8,4,1,13,3,0,27,6,26,0
02-Jan-21,2021-01-02,Deceased,216,0,3,0,2,3,1,11,0,0,14,0,5,4,2,1,4,3,21,0,0,9,51,1,0,0,0,4,0,15,5,1,11,2,0,8,7,28,0
03-Jan-21,2021-01-03,Deceased,215,0,4,0,1,2,1,14,0,0,14,2,4,2,6,1,1,8,25,0,0,14,35,1,0,0,0,3,0,12,5,0,10,3,0,16,5,26,0
04-Jan-21,2021-01-04,Deceased,200,0,3,0,2,3,1,12,0,0,12,2,3,6,2,5,1,3,19,0,0,7,29,3,0,0,0,2,2,24,4,0,10,2,0,10,8,25,0
05-Jan-21,2021-01-05,Deceased,265,0,4,0,3,7,1,25,0,0,12,1,4,4,4,6,2,8,24,0,0,14,64,2,2,0,0,2,0,4,5,0,11,3,0,20,9,24,0
06-Jan-21,2021-01-06,Deceased,222,0,3,0,0,5,1,10,0,0,16,0,4,7,2,3,2,6,25,0,0,8,66,0,0,0,1,0,0,8,4,0,11,2,2,9,5,22,0
07-Jan-21,2021-01-07,Deceased,233,0,1,0,2,4,2,7,0,0,19,0,3,6,1,3,1,7,25,0,0,12,72,1,0,0,2,1,1,10,4,0,12,3,0,10,6,18,0
08-Jan-21,2021-01-08,Deceased,229,0,1,0,0,4,1,15,0,0,10,0,3,3,2,4,2,3,23,0,0,9,73,0,2,0,1,2,0,15,0,0,8,2,1,17,7,21,0
09-Jan-21,2021-01-09,Deceased,213,0,1,0,1,2,1,15,0,0,12,2,5,6,3,2,2,4,22,0,0,10,57,1,0,0,1,1,0,2,4,0,7,2,0,24,6,20,0
10-Jan-21,2021-01-10,Deceased,150,0,1,0,1,4,0,6,0,0,12,1,4,1,1,1,2,2,23,0,0,10,34,0,0,1,0,0,2,6,3,0,7,2,0,2,5,19,0
11-Jan-21,2021-01-11,Deceased,166,0,2,0,3,5,0,15,0,0,13,2,3,6,2,1,1,4,20,0,0,7,40,0,0,0,0,1,0,2,2,0,6,1,0,9,5,16,0
12-Jan-21,2021-01-12,Deceased,200,0,2,0,0,4,1,12,0,0,16,0,3,8,0,1,0,5,25,1,0,8,50,0,0,0,0,2,1,9,3,0,8,2,0,10,11,18,0
13-Jan-21,2021-01-13,Deceased,201,0,1,0,1,2,1,10,0,0,11,1,4,2,2,0,0,3,26,0,0,6,70,0,1,0,2,1,0,7,3,0,6,3,1,15,4,18,0
14-Jan-21,2021-01-14,Deceased,189,0,4,0,0,2,1,10,0,0,4,2,3,6,0,3,0,3,19,0,0,8,70,0,0,0,0,1,1,10,2,1,4,1,0,14,3,17,0
15-Jan-21,2021-01-15,Deceased,176,0,1,0,1,2,0,7,0,0,10,1,3,7,0,5,1,3,23,0,0,6,45,0,0,0,2,2,0,12,0,0,5,2,1,15,6,16,0
16-Jan-21,2021-01-16,Deceased,181,0,0,0,4,4,0,7,0,0,6,3,3,4,1,1,1,4,27,0,0,5,52,1,0,0,0,1,2,14,2,0,6,1,1,12,4,15,0
17-Jan-21,2021-01-17,Deceased,145,0,1,0,3,4,0,7,0,0,8,0,2,2,2,0,0,4,21,0,0,2,50,0,0,0,0,1,0,5,1,0,7,2,0,6,5,12,0
18-Jan-21,2021-01-18,Deceased,137,0,1,0,2,3,0,7,0,0,8,0,2,4,1,1,4,9,17,0,0,3,35,0,0,0,0,1,1,5,3,0,8,2,0,4,6,10,0
19-Jan-21,2021-01-19,Deceased,162,0,1,0,0,1,0,10,0,0,10,0,2,4,0,1,3,6,26,1,0,7,50,1,0,0,0,1,0,7,2,1,9,2,0,4,2,11,0
20-Jan-21,2021-01-20,Deceased,152,0,0,0,2,3,0,10,0,0,10,0,2,4,0,0,0,4,18,0,0,7,59,0,0,0,0,0,0,4,2,0,9,2,0,7,3,6,0
21-Jan-21,2021-01-21,Deceased,161,0,0,0,0,4,1,8,0,0,8,1,1,3,3,1,1,2,21,0,0,6,52,0,2,0,0,1,0,15,2,0,9,1,0,6,4,9,0
22-Jan-21,2021-01-22,Deceased,153,0,4,0,0,4,1,8,0,0,7,1,2,5,0,4,2,3,19,0,0,4,50,2,0,0,0,0,0,8,0,0,8,2,0,8,3,8,0
23-Jan-21,2021-01-23,Deceased,156,0,1,0,0,4,1,8,0,0,10,3,1,4,1,1,1,3,23,0,0,6,56,0,0,0,0,1,1,10,2,1,2,2,0,4,0,10,0
24-Jan-21,2021-01-24,Deceased,131,0,0,0,1,3,1,8,0,0,9,0,1,1,2,0,2,4,20,0,0,3,45,0,0,0,0,1,1,2,0,1,7,1,0,8,2,8,0
25-Jan-21,2021-01-25,Deceased,116,0,2,0,0,4,0,13,0,0,5,1,3,4,0,0,1,3,17,0,0,2,30,0,0,0,0,1,0,5,2,0,4,1,0,7,4,7,0
26-Jan-21,2021-01-26,Deceased,138,0,1,0,1,3,0,14,0,0,7,1,2,0,0,1,0,4,19,0,0,2,47,0,0,0,0,0,0,11,0,0,5,2,0,8,1,9,0
27-Jan-21,2021-01-27,Deceased,123,0,2,0,2,4,0,3,0,0,9,0,1,0,1,1,2,3,20,0,0,6,32,1,0,0,0,0,1,10,1,0,8,1,0,4,3,8,0
28-Jan-21,2021-01-28,Deceased,162,0,0,0,0,2,0,35,0,0,6,2,2,0,0,1,3,2,19,0,0,3,50,0,0,0,0,0,1,9,2,0,6,1,0,6,3,9,0
29-Jan-21,2021-01-29,Deceased,137,0,0,0,0,3,0,7,0,0,6,1,1,1,0,1,1,2,22,0,0,3,56,1,0,0,0,0,0,11,2,0,6,2,0,4,0,7,0
30-Jan-21,2021-01-30,Deceased,128,0,1,0,1,4,0,9,0,0,8,0,2,2,2,3,1,2,18,1,0,2,42,0,0,0,0,0,0,8,1,0,5,2,0,4,1,9,0
31-Jan-21,2021-01-31,Deceased,116,0,0,0,0,2,0,3,0,0,4,2,0,1,3,0,1,4,21,0,0,3,40,0,0,0,0,0,1,6,0,0,6,1,0,8,1,9,0
01-Feb-21,2021-02-01,Deceased,94,0,1,0,1,2,0,5,0,0,3,0,1,4,0,0,1,3,17,0,0,2,27,0,0,0,0,0,3,1,0,0,7,2,0,4,4,6,0
02-Feb-21,2021-02-02,Deceased,113,0,2,0,0,4,1,5,0,0,2,0,1,1,1,2,2,3,16,0,0,3,30,0,1,0,0,0,0,12,2,2,4,1,0,6,3,9,0
03-Feb-21,2021-02-03,Deceased,107,0,1,0,0,3,1,7,0,0,6,0,2,1,1,3,2,2,20,0,0,1,30,1,0,0,0,0,1,0,2,0,4,2,0,6,4,7,0
04-Feb-21,2021-02-04,Deceased,120,0,0,0,1,2,1,6,0,0,7,2,1,2,1,2,0,2,17,0,0,2,46,0,0,0,0,1,0,7,0,0,4,2,0,6,4,4,0
05-Feb-21,2021-02-05,Deceased,95,0,1,0,0,2,1,8,0,0,2,0,1,1,0,1,0,3,19,0,0,1,40,0,0,0,0,1,2,-1,1,0,4,1,0,2,3,2,0
06-Feb-21,2021-02-06,Deceased,75,0,1,0,0,1,0,3,0,0,4,0,1,0,1,0,0,3,16,0,0,1,25,0,0,0,0,1,0,6,1,0,3,1,0,4,2,1,0
07-Feb-21,2021-02-07,Deceased,86,0,0,0,0,1,2,6,0,0,2,2,1,2,1,0,1,3,19,0,0,0,30,1,0,0,0,0,0,2,0,0,1,2,0,1,4,5,0
08-Feb-21,2021-02-08,Deceased,78,0,1,0,1,1,1,3,0,0,3,0,1,0,0,0,0,3,16,0,0,3,15,0,1,0,0,1,1,11,2,0,4,1,0,4,3,2,0
09-Feb-21,2021-02-09,Deceased,94,0,0,0,1,1,1,2,0,0,0,2,1,4,3,0,0,2,19,0,0,2,35,0,0,0,0,0,0,8,0,0,4,1,0,0,2,6,0
10-Feb-21,2021-02-10,Deceased,110,0,1,0,0,2,1,9,0,0,2,2,0,0,1,1,3,3,18,0,0,2,30,0,0,0,0,0,1,14,3,0,5,1,0,5,1,5,0
11-Feb-21,2021-02-11,Deceased,85,0,0,0,0,1,1,4,0,0,2,0,2,1,1,2,0,7,16,0,0,1,25,0,0,0,0,0,0,7,2,0,6,0,0,0,2,5,0
12-Feb-21,2021-02-12,Deceased,104,0,1,0,0,1,0,7,0,0,3,1,1,1,1,1,0,8,18,0,0,1,36,0,0,0,0,0,0,8,1,0,6,1,0,2,2,4,0
13-Feb-21,2021-02-13,Deceased,89,0,0,0,1,2,1,5,0,0,0,1,0,4,1,1,1,4,16,0,0,0,38,0,0,0,0,0,0,4,1,0,5,0,0,1,2,1,0
14-Feb-21,2021-02-14,Deceased,91,0,0,0,0,1,1,1,0,0,2,1,1,0,2,2,1,2,15,0,0,5,40,0,0,0,0,0,1,3,0,0,6,2,0,3,0,2,0
15-Feb-21,2021-02-15,Deceased,82,0,1,0,2,2,0,5,0,0,2,2,0,0,0,0,2,2,13,0,0,4,23,0,0,1,0,1,1,10,0,0,6,2,0,2,0,1,0
16-Feb-21,2021-02-16,Deceased,99,0,0,0,0,1,1,6,0,0,1,3,1,1,0,0,-1,6,18,0,0,3,39,0,0,0,2,1,0,5,0,0,7,1,0,0,2,2,0
17-Feb-21,2021-02-17,Deceased,100,0,2,0,1,1,1,5,0,0,0,2,1,1,0,0,0,3,16,0,0,1,40,0,0,0,0,0,2,10,1,0,6,1,0,3,1,2,0
18-Feb-21,2021-02-18,Deceased,100,0,1,0,1,2,0,2,0,0,2,0,0,1,0,3,0,6,14,0,0,2,38,0,0,0,1,1,0,10,1,0,6,2,0,4,1,2,0
19-Feb-21,2021-02-19,Deceased,100,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,5,15,0,0,2,44,0,0,0,0,1,2,8,1,0,7,1,0,1,2,3,0
20-Feb-21,2021-02-20,Deceased,89,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,5,13,0,0,4,40,0,0,0,0,0,0,8,1,0,6,0,0,2,0,4,0
21-Feb-21,2021-02-21,Deceased,83,0,0,0,0,1,0,5,0,0,2,0,1,0,1,0,1,2,15,0,0,4,35,0,0,0,0,0,1,6,0,0,3,1,0,1,1,3,0
22-Feb-21,2021-02-22,Deceased,76,0,0,0,0,1,1,6,0,0,1,0,1,0,0,0,1,5,16,0,0,0,18,0,0,0,0,0,0,15,0,0,6,1,0,0,2,2,0
23-Feb-21,2021-02-23,Deceased,103,0,1,0,0,1,0,3,0,0,2,1,0,0,0,1,0,4,14,0,0,1,51,0,0,0,0,0,2,10,0,0,6,0,0,3,1,2,0
24-Feb-21,2021-02-24,Deceased,141,0,0,0,0,1,1,4,0,0,2,1,1,1,0,0,1,6,17,0,0,2,80,0,0,0,0,0,1,7,0,0,6,4,0,3,0,3,0
25-Feb-21,2021-02-25,Deceased,119,0,0,0,0,1,0,8,0,0,0,2,1,0,0,0,0,7,14,0,1,2,56,0,0,0,0,1,1,13,0,0,5,1,0,2,0,4,0
26-Feb-21,2021-02-26,Deceased,114,0,1,0,1,1,0,7,0,0,1,3,0,1,0,1,0,4,14,0,0,3,48,0,0,0,0,0,0,15,1,0,5,2,0,2,1,3,0
27-Feb-21,2021-02-27,Deceased,111,0,0,0,0,1,0,4,0,0,3,0,1,3,0,0,1,6,18,0,0,1,51,0,0,0,0,0,1,11,1,0,5,1,0,-1,1,3,0
28-Feb-21,2021-02-28,Deceased,108,0,0,0,0,0,1,3,0,0,1,1,1,1,0,1,2,5,15,0,0,1,62,0,0,0,0,1,0,7,0,0,3,1,0,0,0,2,0
01-Mar-21,2021-03-01,Deceased,92,0,0,0,1,0,1,7,0,0,1,1,1,2,1,1,0,5,13,0,0,1,30,0,0,0,0,0,1,18,0,0,5,0,0,3,0,0,0
02-Mar-21,2021-03-02,Deceased,98,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,7,16,0,0,0,54,0,0,0,0,1,0,10,0,0,1,1,0,1,0,2,0
03-Mar-21,2021-03-03,Deceased,87,0,1,0,0,1,1,4,0,0,3,0,1,0,0,0,0,3,15,0,0,0,42,0,0,0,0,0,0,12,0,0,2,0,0,0,0,2,0
04-Mar-21,2021-03-04,Deceased,113,0,1,0,0,1,0,3,0,0,1,2,0,0,0,1,1,4,14,0,0,1,60,0,0,0,0,0,0,15,1,0,4,2,0,1,0,1,0
05-Mar-21,2021-03-05,Deceased,109,0,1,0,0,1,0,3,0,0,3,1,1,1,1,1,0,4,16,0,0,0,53,0,0,0,0,0,0,11,1,0,5,2,0,0,2,2,0
06-Mar-21,2021-03-06,Deceased,100,0,1,0,1,1,0,1,0,0,1,0,1,3,0,1,0,5,16,0,0,2,47,0,0,0,0,0,1,12,0,0,4,1,0,0,0,2,0
07-Mar-21,2021-03-07,Deceased,97,0,1,0,0,1,0,3,0,0,2,0,1,0,0,1,2,3,13,0,0,3,38,0,0,0,0,0,0,17,0,0,1,1,0,8,1,1,0
08-Mar-21,2021-03-08,Deceased,76,0,2,0,0,1,1,1,0,0,3,0,1,2,3,1,0,5,12,0,0,1,22,0,0,0,0,0,0,14,0,0,3,1,0,1,0,2,0
09-Mar-21,2021-03-09,Deceased,133,0,0,0,2,0,0,5,0,0,4,3,2,4,2,2,0,6,16,0,0,2,56,0,0,0,0,0,0,20,0,0,4,2,0,2,0,1,0
10-Mar-21,2021-03-10,Deceased,125,0,1,0,0,1,1,8,0,0,3,0,0,2,1,3,0,6,14,0,0,3,54,0,0,0,0,0,0,17,0,0,5,2,0,0,2,2,0
11-Mar-21,2021-03-11,Deceased,119,0,2,0,1,0,0,3,0,0,3,1,0,1,0,1,0,2,13,0,0,4,57,0,0,0,0,0,0,18,0,0,5,3,0,1,1,3,0
12-Mar-21,2021-03-12,Deceased,140,0,1,0,0,1,0,5,0,0,2,1,2,4,0,2,0,5,14,0,0,2,56,0,0,0,0,1,0,34,0,0,4,1,0,2,2,1,0
13-Mar-21,2021-03-13,Deceased,159,0,2,0,1,1,1,6,0,0,3,1,2,4,1,3,0,1,12,0,0,2,88,0,0,0,0,0,0,22,0,0,4,2,0,0,2,1,0
14-Mar-21,2021-03-14,Deceased,120,0,2,0,0,1,0,4,0,0,2,1,2,1,2,0,0,3,15,0,0,2,50,0,0,0,0,0,1,20,1,0,4,1,0,3,1,4,0
15-Mar-21,2021-03-15,Deceased,130,0,1,0,1,1,0,7,0,0,3,1,1,3,4,0,0,7,11,0,0,3,48,0,0,0,0,0,1,27,0,0,4,1,0,2,1,3,0
16-Mar-21,2021-03-16,Deceased,187,0,0,0,0,1,1,12,0,0,1,4,2,2,1,2,1,6,15,0,0,1,87,0,0,0,0,0,1,38,1,0,5,2,0,2,0,2,0
17-Mar-21,2021-03-17,Deceased,171,0,1,0,0,1,0,6,0,0,3,1,3,4,0,1,0,4,13,0,0,2,84,0,0,0,0,0,0,35,0,0,8,3,0,1,0,1,0
18-Mar-21,2021-03-18,Deceased,156,0,0,0,1,1,0,5,0,0,1,1,3,6,2,1,0,8,15,0,0,1,58,0,0,1,0,0,1,32,3,0,9,3,0,2,0,2,0
19-Mar-21,2021-03-19,Deceased,188,0,1,0,0,1,1,9,0,0,4,2,4,1,3,1,1,10,17,0,0,7,70,0,0,0,0,0,0,38,2,0,9,2,0,4,0,1,0
20-Mar-21,2021-03-20,Deceased,196,0,2,0,0,1,1,11,0,0,2,0,6,3,1,1,0,7,15,0,0,2,92,0,1,0,0,0,0,38,0,0,8,2,0,1,0,2,0
21-Mar-21,2021-03-21,Deceased,213,0,0,0,0,2,1,10,0,0,1,3,7,5,1,1,1,2,13,0,0,3,99,0,0,0,0,1,1,44,2,0,9,3,0,1,0,3,0
22-Mar-21,2021-03-22,Deceased,197,0,2,0,1,2,1,12,0,0,7,0,4,3,3,0,1,10,12,0,0,2,58,0,0,0,0,0,1,58,5,0,10,2,0,1,0,2,0
23-Mar-21,2021-03-23,Deceased,277,0,2,0,1,2,1,20,0,0,4,3,4,3,4,2,1,5,10,0,0,4,132,0,0,0,0,0,1,53,4,0,9,3,1,4,2,2,0
24-Mar-21,2021-03-24,Deceased,249,0,4,0,1,2,1,29,0,0,6,0,8,6,2,0,2,12,10,0,0,7,95,1,0,0,0,0,2,39,1,0,12,2,0,5,0,2,0
25-Mar-21,2021-03-25,Deceased,257,0,4,0,1,2,3,15,0,0,5,1,7,7,2,0,0,10,12,0,0,9,111,0,1,0,0,0,0,43,0,0,11,4,0,4,1,4,0
26-Mar-21,2021-03-26,Deceased,292,0,2,0,0,2,4,22,0,0,9,1,6,8,1,1,3,13,14,0,0,9,112,0,0,0,0,0,0,59,3,0,9,3,0,6,1,4,0
27-Mar-21,2021-03-27,Deceased,311,0,0,0,0,2,2,13,0,0,10,1,5,7,3,1,4,8,14,0,0,10,166,0,0,0,0,1,1,45,0,0,9,2,0,4,1,2,0
28-Mar-21,2021-03-28,Deceased,295,0,2,0,0,1,3,15,0,0,9,2,8,9,3,4,3,12,12,0,0,11,108,0,0,0,0,0,0,69,2,0,11,3,0,3,3,2,0
29-Mar-21,2021-03-29,Deceased,266,0,5,0,0,1,0,20,0,0,6,2,8,2,3,0,0,16,11,0,0,9,102,0,0,0,0,1,1,59,0,0,14,2,0,4,-1,1,0
30-Mar-21,2021-03-30,Deceased,355,0,3,0,0,1,2,35,0,0,4,1,10,4,6,1,3,21,16,0,0,10,139,0,0,0,0,0,1,64,0,0,16,4,0,10,2,2,0
31-Mar-21,2021-03-31,Deceased,458,0,4,0,1,2,0,39,0,0,11,1,9,8,3,4,0,26,15,0,0,9,227,0,0,0,0,0,0,55,5,0,19,3,0,11,4,2,0
01-Apr-21,2021-04-01,Deceased,468,0,3,0,2,2,1,34,0,0,9,1,9,9,4,4,1,18,11,0,0,12,249,0,0,0,0,0,1,58,4,0,19,4,0,9,2,2,0
02-Apr-21,2021-04-02,Deceased,713,0,5,0,0,2,1,43,0,0,14,1,11,10,4,5,1,6,14,0,0,16,481,0,0,0,0,0,1,57,2,0,12,5,0,16,2,4,0
03-Apr-21,2021-04-03,Deceased,514,0,9,0,0,2,1,36,0,0,10,2,13,10,4,2,7,19,12,0,0,15,277,0,0,0,0,0,0,49,3,0,14,6,0,14,4,5,0
04-Apr-21,2021-04-04,Deceased,477,0,5,0,2,1,1,36,0,0,21,1,14,7,10,3,8,15,10,0,0,11,222,0,0,0,0,1,0,51,2,0,14,5,0,31,2,4,0
05-Apr-21,2021-04-05,Deceased,446,0,5,0,0,3,1,44,0,0,15,2,15,8,6,2,10,32,12,0,0,15,155,0,0,0,0,0,0,72,12,1,11,6,0,13,2,4,0
06-Apr-21,2021-04-06,Deceased,630,0,7,0,2,2,2,53,0,0,17,1,17,9,5,2,4,39,14,0,0,18,297,0,0,0,0,0,2,61,13,0,15,6,0,30,7,7,0
07-Apr-21,2021-04-07,Deceased,684,0,11,0,0,3,2,53,0,0,20,2,22,11,9,6,7,35,16,0,0,13,322,0,0,0,0,1,1,62,12,0,17,5,1,40,5,8,0
08-Apr-21,2021-04-08,Deceased,802,0,6,0,1,4,1,94,0,0,24,2,35,11,6,1,7,36,18,0,0,27,376,1,1,0,0,0,0,56,20,0,19,7,0,39,3,7,0
09-Apr-21,2021-04-09,Deceased,773,0,11,0,3,3,4,91,0,0,39,3,42,11,7,4,17,46,22,0,0,23,301,0,0,0,0,1,0,56,12,0,23,5,0,36,5,8,0
10-Apr-21,2021-04-10,Deceased,838,0,12,0,2,6,3,123,0,0,39,1,49,11,12,6,17,36,17,1,0,24,309,0,0,0,0,2,2,58,18,0,23,6,0,46,3,12,0
11-Apr-21,2021-04-11,Deceased,904,0,9,0,1,6,3,122,0,0,48,2,54,16,0,5,21,40,16,0,0,24,349,1,0,0,2,0,2,59,10,0,22,7,0,67,8,10,0
12-Apr-21,2021-04-12,Deceased,880,0,11,0,0,6,1,132,0,0,72,2,55,14,9,0,19,52,11,0,0,37,258,0,0,1,0,2,2,52,25,0,19,6,1,72,7,14,0
13-Apr-21,2021-04-13,Deceased,1026,0,10,0,1,14,1,156,0,0,81,3,67,16,11,3,29,67,20,0,0,40,281,0,0,0,0,2,3,50,28,0,18,7,0,85,13,20,0
14-Apr-21,2021-04-14,Deceased,1038,1,18,0,3,21,3,120,0,0,104,4,73,18,13,5,31,38,22,1,0,51,278,0,0,0,0,3,2,63,29,0,25,8,0,67,13,24,0
15-Apr-21,2021-04-15,Deceased,1184,0,14,0,1,24,3,135,2,0,112,5,81,18,11,4,28,66,20,0,0,53,349,0,0,0,0,2,1,50,33,0,29,8,0,104,9,22,0
16-Apr-21,2021-04-16,Deceased,1338,0,20,0,4,13,1,138,0,0,141,6,94,20,9,2,56,78,21,0,0,60,398,0,1,0,1,3,3,50,31,0,33,9,0,103,17,26,0
17-Apr-21,2021-04-17,Deceased,1498,1,15,0,2,34,2,158,0,0,167,4,97,32,12,3,30,80,27,1,0,66,419,0,0,0,0,4,3,62,37,0,39,12,0,120,37,34,0
18-Apr-21,2021-04-18,Deceased,1620,0,22,0,6,27,3,170,0,0,161,11,110,29,10,6,50,81,25,0,0,66,503,0,1,0,0,2,3,68,42,0,42,15,0,127,12,28,0
19-Apr-21,2021-04-19,Deceased,1757,0,27,0,7,41,4,175,0,0,240,17,117,33,13,6,46,146,21,0,0,79,351,1,1,0,0,4,5,83,53,0,44,14,0,167,24,38,0
20-Apr-21,2021-04-20,Deceased,2021,0,35,0,3,51,4,191,0,0,277,26,121,35,16,8,45,149,28,1,0,77,519,1,0,0,0,5,4,60,64,0,48,18,0,162,27,46,0
21-Apr-21,2021-04-21,Deceased,2101,0,38,0,5,56,2,193,0,0,249,17,125,45,17,13,62,116,22,0,0,75,568,2,3,0,0,5,5,69,62,0,53,20,0,187,34,58,0
22-Apr-21,2021-04-22,Deceased,2257,1,31,0,10,59,4,207,0,0,306,21,137,55,18,8,106,123,28,1,0,75,568,1,0,0,0,7,4,75,59,1,59,23,0,195,19,56,0
23-Apr-21,2021-04-23,Deceased,2620,0,38,0,12,54,3,219,0,0,348,12,142,60,26,19,63,190,27,0,0,74,773,0,0,0,0,8,2,75,64,0,78,29,0,196,49,59,0
24-Apr-21,2021-04-24,Deceased,2761,1,37,0,14,77,3,218,0,0,357,17,152,60,24,15,110,208,25,1,0,104,676,2,1,0,1,8,9,92,74,0,80,33,0,222,81,59,0
25-Apr-21,2021-04-25,Deceased,2808,0,69,2,14,68,2,199,0,0,350,24,157,64,32,21,103,143,30,2,0,92,832,2,2,1,3,7,11,76,74,1,82,38,0,206,44,57,0
26-Apr-21,2021-04-26,Deceased,2762,0,51,0,15,67,5,226,0,0,380,38,158,75,27,25,124,201,28,0,0,88,524,5,1,0,0,9,10,98,84,2,94,43,0,249,67,68,0
27-Apr-21,2021-04-27,Deceased,3286,0,64,0,18,85,6,246,0,0,381,31,170,84,24,25,131,180,32,1,0,98,895,3,4,0,0,10,13,100,121,2,77,52,0,264,96,73,0
28-Apr-21,2021-04-28,Deceased,3646,1,71,0,22,84,11,279,0,0,368,24,174,95,33,30,149,229,41,0,0,105,1035,2,2,0,2,10,10,142,120,1,98,56,2,265,108,77,0
29-Apr-21,2021-04-29,Deceased,3502,0,57,1,26,89,8,251,0,0,395,36,180,97,40,26,145,270,48,1,3,95,771,5,2,0,0,12,12,137,158,3,107,58,0,295,85,89,0
30-Apr-21,2021-04-30,Deceased,3525,0,64,0,26,80,13,269,0,0,375,22,173,98,37,30,120,217,49,3,0,97,828,5,2,2,4,14,12,113,155,1,113,53,0,332,122,96,0
01-May-21,2021-05-01,Deceased,3685,1,61,0,23,82,11,229,0,0,412,54,172,125,28,47,169,271,48,1,0,102,802,5,3,0,3,11,12,138,160,1,147,51,2,304,107,103,0
02-May-21,2021-05-02,Deceased,3423,1,83,0,30,97,7,199,0,0,407,52,153,145,44,40,115,217,49,1,0,94,669,5,5,1,2,14,16,157,159,1,153,56,0,288,71,92,0
03-May-21,2021-05-03,Deceased,3439,1,71,0,29,82,11,266,0,0,448,46,140,140,43,51,129,239,45,3,2,93,567,7,6,1,6,5,15,155,154,1,122,49,1,285,128,98,0
04-May-21,2021-05-04,Deceased,3786,0,82,0,41,105,11,210,0,0,338,52,131,153,48,37,132,288,57,3,0,98,891,2,0,0,0,15,17,173,154,1,144,59,1,351,85,107,0
05-May-21,2021-05-05,Deceased,3979,1,85,0,55,61,14,253,0,0,311,71,133,181,32,52,141,346,58,0,1,71,920,10,6,0,3,16,18,180,155,4,167,51,0,353,127,103,0
06-May-21,2021-05-06,Deceased,3923,1,72,0,46,90,9,212,0,0,335,58,123,177,45,52,133,328,63,0,1,86,853,13,2,0,3,17,18,154,161,3,195,52,3,350,151,117,0
07-May-21,2021-05-07,Deceased,4233,0,73,1,47,62,8,208,0,0,341,56,119,162,56,50,136,592,54,1,1,84,898,2,6,0,1,19,19,165,164,2,197,87,1,372,137,112,0
08-May-21,2021-05-08,Deceased,4092,2,96,0,50,76,9,223,0,0,332,55,119,155,37,60,141,482,64,1,0,90,864,12,11,0,15,21,19,171,160,5,241,38,1,297,118,127,0
09-May-21,2021-05-09,Deceased,3749,2,92,0,48,67,10,189,0,0,273,67,121,151,55,54,97,490,68,2,0,86,572,15,18,2,3,19,26,191,159,2,236,35,1,294,180,124,0
10-May-21,2021-05-10,Deceased,3879,2,84,4,77,75,7,172,0,0,319,50,117,161,53,56,129,596,65,2,1,81,549,13,5,3,10,17,23,198,160,2,232,32,4,278,168,134,0
11-May-21,2021-05-11,Deceased,4198,0,108,4,85,72,10,199,0,0,347,75,118,144,64,65,103,480,79,0,0,94,793,20,9,0,6,18,30,214,169,8,298,32,3,301,118,132,0
12-May-21,2021-05-12,Deceased,4128,3,89,1,71,74,14,153,0,0,300,70,102,165,66,65,97,516,95,1,1,84,816,17,8,1,9,17,27,193,164,6,293,31,9,326,109,135,0
