Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN,final_tt_data_forecast,final_tt_data
16-Jul-21,2021-07-16,Confirmed,38117,4,2345,443,1782,90,6,312,3,0,66,120,39,46,126,221,55,1806,13750,6,10,15,7761,1128,441,455,95,2070,104,103,35,151,2312,715,495,86,39,882,0,,38117
17-Jul-21,2021-07-17,Confirmed,41283,1,2672,475,1727,79,8,226,1,0,59,159,37,41,113,179,61,1869,16148,6,8,11,8172,1171,507,484,100,2182,94,118,42,157,2205,729,430,81,32,899,0,,41283
18-Jul-21,2021-07-18,Confirmed,38330,4,2974,258,1329,81,19,165,4,0,51,120,33,35,54,146,32,1708,13956,11,3,18,9000,963,388,463,106,2215,100,86,26,155,2079,578,325,25,19,801,0,,38330
19-Jul-21,2021-07-19,Confirmed,29420,6,1628,506,1797,54,4,316,6,0,36,99,24,30,125,123,64,1291,9931,7,12,12,6017,774,387,336,62,1648,42,53,33,257,1971,746,286,37,34,666,0,,29420
20-Jul-21,2021-07-20,Confirmed,42128,2,2498,476,1798,82,14,189,8,0,44,132,29,36,102,88,33,1464,16848,14,16,19,9389,1127,500,806,94,2085,78,68,22,147,1904,657,488,69,50,752,0,,42128
21-Jul-21,2021-07-21,Confirmed,41687,3,2527,418,1547,88,7,188,7,0,62,131,28,35,67,144,46,1639,17481,4,1,15,8159,1327,558,725,105,1927,112,66,22,251,1891,691,457,52,37,869,0,,41687
22-Jul-21,2021-07-22,Confirmed,34863,4,1843,486,1796,61,2,217,4,0,49,97,34,25,115,84,22,1653,12818,2,7,17,7302,928,513,625,81,1948,68,69,25,294,1872,648,253,52,56,793,0,,34863
23-Jul-21,2021-07-23,Confirmed,39501,0,1747,480,1621,85,1,118,6,0,58,73,36,39,87,63,39,1705,17518,5,10,11,6753,1284,558,847,92,1917,98,68,33,257,1830,643,509,57,11,842,0,,39501
24-Jul-21,2021-07-24,Confirmed,40286,0,2174,515,1595,75,5,156,7,0,66,144,39,13,130,88,33,1857,18531,7,17,6,6269,1198,693,653,124,1864,126,83,27,225,1819,647,299,38,33,730,0,,40286
25-Jul-21,2021-07-25,Confirmed,38179,4,2252,164,1054,81,5,130,0,0,66,75,30,22,44,166,28,1001,17466,4,2,12,6843,1207,597,938,68,1833,104,53,20,337,1808,494,408,6,51,806,0,,38179
26-Jul-21,2021-07-26,Confirmed,30820,1,1627,490,1528,58,4,192,0,0,39,90,31,31,139,102,37,1606,11586,9,12,6,4877,989,569,1369,54,1637,86,46,18,179,1785,638,224,50,54,657,0,,30820
27-Jul-21,2021-07-27,Confirmed,42971,0,1540,443,1436,68,7,128,2,0,77,148,30,26,183,107,39,1501,22129,5,8,11,6258,1165,710,1118,110,1629,113,42,15,277,1767,645,458,18,96,662,0,,42971
28-Jul-21,2021-07-28,Confirmed,43165,1,2010,342,1276,76,5,164,3,0,67,81,28,32,116,160,27,1531,22056,6,6,11,6857,1003,541,727,114,1703,97,65,30,240,1756,657,415,87,60,815,0,,43165
29-Jul-21,2021-07-29,Confirmed,44671,3,2107,335,1299,46,5,130,1,0,51,90,27,30,229,181,56,2052,22064,4,7,18,7242,1000,731,1100,67,1615,98,58,17,276,1859,623,376,60,48,766,0,,44671
30-Jul-21,2021-07-30,Confirmed,41499,1,2068,379,1179,72,4,125,1,0,63,152,21,26,146,137,32,1890,20772,4,16,10,6600,874,569,774,60,1558,90,48,28,179,1947,614,271,37,41,711,0,,41499
31-Jul-21,2021-07-31,Confirmed,41943,2,2058,266,989,44,1,102,6,0,58,94,27,29,153,118,36,1987,20624,10,11,22,6959,801,686,893,159,1578,100,51,17,237,1986,621,302,31,116,769,0,,41943
01-Aug-21,2021-08-01,Confirmed,40629,2,2287,138,784,45,1,214,0,0,85,59,23,29,134,145,27,1875,20728,2,6,17,6479,832,589,861,73,1437,90,26,10,206,1990,455,222,35,22,701,0,,40629
02-Aug-21,2021-08-02,Confirmed,30085,0,1546,305,1275,37,6,236,0,0,51,90,22,14,208,118,23,1285,13984,5,12,17,4869,541,350,438,59,1032,54,32,27,126,1957,591,139,24,37,575,0,,30085
03-Aug-21,2021-08-03,Confirmed,42530,1,1546,319,1182,60,5,142,1,0,50,101,17,26,220,140,23,1674,23676,20,19,18,6005,753,556,748,68,1129,73,42,11,245,1908,609,304,62,48,729,0,,42530
04-Aug-21,2021-08-04,Confirmed,42797,1,2442,319,1065,46,0,135,1,0,67,110,15,27,243,149,30,1769,22414,0,5,28,6126,765,521,884,145,1315,120,62,18,217,1949,623,262,61,37,826,0,,42797
05-Aug-21,2021-08-05,Confirmed,45005,0,2145,238,1067,44,1,114,0,0,61,102,24,18,256,128,28,1785,22040,4,4,11,9026,757,576,1088,118,1342,81,38,40,184,1997,582,244,26,24,812,0,,45005
06-Aug-21,2021-08-06,Confirmed,38705,0,2209,227,975,55,4,109,0,0,44,97,23,15,256,144,32,1805,19948,9,8,18,5539,742,515,725,110,1208,88,61,20,126,1985,577,245,40,29,717,0,,38705
07-Aug-21,2021-08-07,Confirmed,39068,3,1908,248,986,36,4,120,0,0,72,109,19,18,356,142,37,1610,20367,7,4,13,6061,699,524,722,106,1096,102,63,19,94,1969,569,171,27,38,749,0,,39068
08-Aug-21,2021-08-08,Confirmed,36036,2,2050,154,568,34,4,76,1,0,66,69,25,19,187,122,19,1598,18607,8,2,10,5508,736,540,709,77,1243,79,54,15,114,1956,449,186,56,18,675,0,,36036
09-Aug-21,2021-08-09,Confirmed,27428,0,1413,302,1120,43,6,90,0,0,39,61,19,12,310,108,14,1186,13049,7,8,10,4505,467,187,281,81,886,63,32,13,48,1929,453,77,21,31,557,0,,27428
10-Aug-21,2021-08-10,Confirmed,38376,2,1461,233,929,44,8,112,1,0,52,141,21,23,419,113,34,1338,21119,7,6,10,5609,633,411,937,102,1041,101,59,11,110,1893,494,205,19,39,639,0,,38376
11-Aug-21,2021-08-11,Confirmed,41586,0,1869,188,886,47,5,83,0,0,37,103,16,16,374,114,14,1826,23500,10,5,10,5560,606,463,863,64,1078,114,105,19,157,1964,482,244,24,40,700,0,,41586
12-Aug-21,2021-08-12,Confirmed,40081,0,1859,180,935,43,12,98,1,0,49,88,17,16,354,176,44,1857,21445,9,6,8,6388,677,429,576,80,1107,109,80,17,100,1942,453,140,15,24,747,0,,40081
13-Aug-21,2021-08-13,Confirmed,38761,0,1746,166,763,47,15,77,0,0,50,67,23,26,333,129,32,1669,20452,6,4,9,6686,522,384,575,81,1193,113,88,24,150,1933,427,180,25,27,739,0,,38761
14-Aug-21,2021-08-14,Confirmed,36135,0,1535,161,755,39,4,83,0,0,50,88,25,14,284,135,28,1632,19451,9,7,16,5787,439,343,524,61,1132,101,50,14,129,1916,420,137,42,19,705,0,,36135
15-Aug-21,2021-08-15,Confirmed,33245,0,1506,48,411,28,1,49,0,0,53,75,16,22,182,97,27,1431,18582,6,3,13,4797,602,420,467,54,1058,79,46,18,152,1896,245,142,30,16,673,0,,33245
16-Aug-21,2021-08-16,Confirmed,24696,1,909,165,758,14,2,68,2,0,27,62,14,22,276,77,35,1065,12294,4,6,7,4145,275,352,249,44,868,49,30,11,20,1851,405,52,17,18,502,0,,24696
17-Aug-21,2021-08-17,Confirmed,35208,0,1063,142,741,21,4,56,0,0,38,115,17,15,300,83,15,1298,21613,11,1,11,4408,403,252,639,79,720,60,36,6,104,1804,417,132,26,31,547,0,,35208
18-Aug-21,2021-08-18,Confirmed,36502,1,1433,144,639,16,10,64,0,0,36,80,23,21,261,100,32,1365,21427,6,4,9,5132,369,244,600,57,993,151,52,9,151,1797,424,141,34,31,646,0,,36502
19-Aug-21,2021-08-19,Confirmed,36600,3,1501,120,713,15,6,61,0,0,25,83,19,25,297,110,23,1432,21116,8,2,18,5225,526,329,487,59,1041,134,63,12,94,1702,409,153,25,33,731,0,,36600
20-Aug-21,2021-08-20,Confirmed,34308,3,1435,125,708,11,5,48,0,0,57,120,17,21,155,159,17,1453,20224,3,5,8,4365,372,232,522,92,986,97,57,14,82,1668,359,89,26,15,758,0,,34308
21-Aug-21,2021-08-21,Confirmed,31023,1,1217,121,640,8,6,74,2,0,19,122,15,19,200,144,18,1350,17106,8,2,7,4575,442,231,645,72,911,59,45,23,87,1652,364,115,24,21,678,0,,31023
22-Aug-21,2021-08-22,Confirmed,25420,0,1085,49,336,20,3004,27,0,0,24,76,15,16,114,107,5,1189,10402,0,1,5,4141,285,317,576,35,853,60,41,5,70,1630,231,109,19,12,561,0,,25420
23-Aug-21,2021-08-23,Confirmed,24794,2,1002,94,700,8,2,39,0,0,17,57,14,15,233,93,18,1151,13383,8,8,3,3643,270,305,292,33,761,42,26,7,26,1604,354,45,7,22,510,0,,24794
24-Aug-21,2021-08-24,Confirmed,37739,1,1248,101,555,9,1,47,0,0,151,136,14,18,281,125,7,1259,24296,1,1,5,4355,386,162,845,47,625,73,50,10,137,1585,389,165,26,15,613,0,,37739
25-Aug-21,2021-08-25,Confirmed,46129,0,1601,116,689,31,2,52,1,0,65,77,17,15,198,126,8,1224,31445,15,9,5,5031,377,354,740,49,887,71,36,8,47,1573,366,124,30,32,708,0,,46129
26-Aug-21,2021-08-26,Confirmed,44550,0,1539,109,562,15,6,47,3,0,45,92,16,16,269,101,31,1213,30077,7,1,6,5108,380,231,794,60,849,73,42,3,73,1559,357,114,10,25,717,0,,44550
27-Aug-21,2021-08-27,Confirmed,46806,0,1515,126,499,21,7,31,0,0,61,80,13,21,186,166,21,1301,32801,8,6,16,4654,311,262,905,63,816,80,43,17,42,1542,339,102,16,32,703,0,,46806
28-Aug-21,2021-08-28,Confirmed,45064,0,1321,71,586,11,3,19,0,0,29,111,10,13,209,166,14,1229,31265,14,2,7,4831,275,257,888,79,779,67,51,11,90,1551,325,74,26,19,661,0,,45064
29-Aug-21,2021-08-29,Confirmed,43374,4,1557,39,293,11,6,19,0,0,31,74,12,11,123,169,13,1262,29836,7,2,12,4666,387,265,878,52,849,96,37,7,80,1538,257,101,14,16,650,0,,43374
30-Aug-21,2021-08-30,Confirmed,30248,1,878,90,538,6,6,22,0,0,20,59,12,10,96,105,13,973,19622,4,7,10,3741,223,134,440,31,609,63,25,7,32,1523,340,37,23,38,510,0,,30248
31-Aug-21,2021-08-31,Confirmed,43073,1,1115,71,570,8,6,31,0,0,28,105,12,20,207,166,12,1217,30203,5,2,10,4196,382,101,1157,80,638,115,38,2,37,1512,338,50,64,28,546,0,,43073
01-Sep-21,2021-09-01,Confirmed,45975,0,1186,71,573,10,3,31,0,0,36,95,13,20,251,110,27,1159,32803,7,0,11,4456,270,264,880,74,719,138,37,5,76,1509,322,99,16,25,679,0,,45975
02-Sep-21,2021-09-02,Confirmed,45624,1,1378,54,554,10,2,46,0,0,39,96,10,16,205,89,28,1240,32097,6,1,11,4342,299,211,1111,47,754,92,64,8,71,1562,313,104,35,33,695,0,,45624
03-Sep-21,2021-09-03,Confirmed,42667,3,1520,61,564,6,4,37,2,0,35,104,16,12,189,96,11,1220,29322,3,0,18,4313,272,193,882,40,849,127,30,8,45,1568,318,62,15,36,686,0,,42667
04-Sep-21,2021-09-04,Confirmed,42607,2,1502,85,542,11,5,46,0,0,55,97,15,9,215,116,9,983,29682,2,0,22,4130,303,263,825,58,681,120,35,10,93,1575,306,70,26,14,700,0,,42607
05-Sep-21,2021-09-05,Confirmed,39537,0,1623,36,321,8,2,24,0,0,30,72,14,14,96,110,15,1117,26701,5,0,22,4057,322,254,967,54,805,103,33,3,79,1592,230,87,18,16,707,0,,39537
06-Sep-21,2021-09-06,Confirmed,30164,0,739,70,636,6,1,33,0,0,32,67,19,16,228,93,18,973,19688,5,0,11,3626,185,123,444,32,609,32,36,8,14,1556,301,21,12,25,505,0,,30164
07-Sep-21,2021-09-07,Confirmed,38135,1,1178,66,471,6,2,56,0,0,50,74,18,11,179,126,14,851,25772,5,0,11,3898,282,136,1468,47,638,127,28,12,74,1544,298,55,22,14,601,0,,38135
08-Sep-21,2021-09-08,Confirmed,43401,3,1361,77,427,19,14,48,4,0,41,86,17,17,163,151,23,1102,30196,0,1,16,4174,268,191,1214,50,762,125,37,12,54,1587,329,54,15,12,751,0,,43401
09-Sep-21,2021-09-09,Confirmed,24151,1,1439,53,437,10,4,25,0,0,36,79,19,13,161,170,27,1074,26200,3,1,9,-10847,263,218,1061,25,771,82,26,7,60,1596,315,64,9,16,724,0,,24151
10-Sep-21,2021-09-10,Confirmed,37875,2,1608,59,396,12,3,23,1,0,36,45,21,12,202,173,16,967,25010,4,0,5,4154,210,188,1055,45,745,111,30,7,57,1631,220,45,9,20,753,0,,37875
11-Sep-21,2021-09-11,Confirmed,31288,1,1145,47,499,14,4,24,0,0,57,29,16,14,167,146,7,801,20487,1,1,16,3075,292,138,725,39,630,46,39,9,64,1639,296,30,14,24,752,0,,31288
12-Sep-21,2021-09-12,Confirmed,31441,2,1190,22,259,7,5,20,0,0,22,38,17,5,87,105,11,803,20240,3,0,14,3623,195,118,1089,36,649,100,31,6,59,1608,249,44,21,12,751,0,,31441
13-Sep-21,2021-09-13,Confirmed,24414,2,864,75,564,6,6,38,0,0,17,54,12,14,202,86,6,673,15058,4,2,12,2740,136,226,541,27,471,61,32,8,26,1580,315,23,8,19,506,0,,24414
14-Sep-21,2021-09-14,Confirmed,27502,8,1125,65,493,12,2,35,0,0,38,109,11,17,195,150,7,559,15876,8,0,7,3530,231,127,1502,37,428,103,37,11,46,1591,336,52,32,19,703,0,,27502
15-Sep-21,2021-09-15,Confirmed,30355,0,1445,71,444,7,2,20,0,0,57,88,15,12,215,156,10,1116,17681,9,0,7,3783,236,243,1185,37,457,124,41,17,42,1658,324,43,18,49,743,0,,30355
16-Sep-21,2021-09-16,Confirmed,34653,3,1367,47,468,12,4,31,0,0,28,95,22,9,127,170,6,1108,22182,6,0,7,3595,216,229,1402,32,580,107,30,4,64,1693,259,0,23,20,707,0,,34653
17-Sep-21,2021-09-17,Confirmed,35354,1,1393,38,270,7,4,26,0,0,55,108,25,8,209,155,9,1003,23260,71,0,6,3586,208,248,1121,17,628,86,26,8,37,1669,241,72,15,25,719,0,,35354
18-Sep-21,2021-09-18,Confirmed,31130,2,1174,32,365,10,4,28,0,0,41,123,13,6,174,152,3,889,19325,0,3,6,3391,140,119,1476,60,695,128,30,8,54,1653,255,22,0,21,728,0,,31130
19-Sep-21,2021-09-19,Confirmed,30828,2,1337,10,259,13,5,14,0,0,28,84,8,22,93,168,2,783,19653,28,0,8,3413,234,168,1104,24,623,79,28,8,62,1697,173,31,26,6,635,0,,30828
20-Sep-21,2021-09-20,Confirmed,24907,2,839,56,455,7,7,38,0,0,20,85,14,13,234,128,9,677,15692,7,3,8,2583,178,174,558,43,510,54,59,9,16,1661,208,14,11,11,524,0,,24907
21-Sep-21,2021-09-21,Confirmed,27338,5,1179,64,441,6,7,26,0,0,39,107,14,8,263,145,14,818,15768,6,1,8,3131,197,150,1731,52,462,101,36,12,43,1647,244,51,13,12,537,0,,27338
22-Sep-21,2021-09-22,Confirmed,32010,8,1365,51,407,11,6,26,0,0,30,102,20,16,212,204,7,847,19675,7,1,12,3608,171,166,1355,31,734,117,42,7,60,1682,258,51,15,23,683,0,,32010
23-Sep-21,2021-09-23,Confirmed,31411,1,1171,44,371,4,1,30,0,0,48,80,26,14,161,172,16,836,19682,21,0,13,3320,194,263,1294,37,644,91,21,3,62,1745,247,25,11,17,746,0,,31411
24-Sep-21,2021-09-24,Confirmed,29565,1,1246,31,406,10,3,26,0,0,24,84,17,12,224,148,12,789,17983,5,0,36,3286,210,184,1257,58,539,94,22,5,62,1733,239,33,28,14,744,0,,29565
25-Sep-21,2021-09-25,Confirmed,28169,1,1167,33,375,5,4,27,0,0,27,65,16,9,202,143,15,787,16671,2,0,16,3276,229,208,1322,34,602,92,24,7,28,1724,248,19,14,15,762,0,,28169
26-Sep-21,2021-09-26,Confirmed,26999,0,1184,3,196,7,1,13,0,0,29,74,21,13,112,127,5,775,15951,3,0,9,3206,210,151,1478,31,585,78,32,6,40,1694,170,20,11,16,748,0,,26999
27-Sep-21,2021-09-27,Confirmed,14907,1,618,43,412,3,7,27,0,0,32,50,21,7,209,117,4,504,11699,5,0,8,-2563,116,108,527,17,444,37,38,13,25,1657,216,13,6,14,472,0,,14907
28-Sep-21,2021-09-28,Confirmed,21898,1,771,49,390,1,2,26,0,0,34,90,24,22,170,95,11,629,11196,2,0,7,2844,216,95,1846,28,545,88,40,4,64,1630,220,19,16,15,708,0,,21898
29-Sep-21,2021-09-29,Confirmed,23166,0,1084,128,366,4,5,30,0,0,41,83,20,16,205,100,6,539,12161,7,0,8,3187,210,169,1380,24,565,93,22,2,57,1624,245,20,6,11,748,0,,23166
30-Sep-21,2021-09-30,Confirmed,27285,1,1010,54,376,6,6,32,0,0,47,113,20,9,163,110,11,933,15914,8,0,12,3063,158,129,1741,25,602,59,35,5,39,1612,214,22,0,7,749,0,,27285
01-Oct-21,2021-10-01,Confirmed,23918,0,809,54,303,3,2,22,0,0,32,84,16,18,183,133,12,589,13834,6,0,11,3105,159,155,1170,21,477,64,27,4,31,1597,220,21,35,13,708,0,,23918
02-Oct-21,2021-10-02,Confirmed,23189,1,865,13,246,4,3,8,0,0,33,79,27,14,89,124,17,636,13217,3,0,5,2696,136,130,1626,30,478,82,36,6,25,1578,201,15,0,5,761,0,,23189
03-Oct-21,2021-10-03,Confirmed,21644,1,765,32,193,3,2,15,0,0,33,44,23,11,67,102,9,664,12297,10,0,9,2692,167,172,1276,17,528,32,24,1,18,1531,162,9,22,12,701,0,,21644
04-Oct-21,2021-10-04,Confirmed,17101,1,429,27,333,3,6,10,2,0,34,43,14,9,191,100,8,397,8850,3,1,14,3165,100,112,443,10,407,42,17,4,12,1467,207,6,16,17,601,0,,17101
05-Oct-21,2021-10-05,Confirmed,19044,2,671,19,385,2,4,13,0,0,27,86,23,14,155,102,8,522,9735,5,1,10,2401,157,96,1681,20,453,82,13,1,24,1449,218,14,20,12,619,0,,19044
,2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26426.32861146179,26426
,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24416.781155212673,24416
,2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20681.333316081378,20681
,2021-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21585.573267182546,21585
,2021-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23001.09010026003,23001
,2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22952.77294354071,22952
,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27071.89640403911,27071
,2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26918.564309038295,26918
,2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23386.491714639335,23386
,2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24906.241119670434,24906
,2021-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24415.792585003786,24415
,2021-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25680.65186537156,25680
,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24816.227924723775,24816
,2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25520.055758091046,25520
,2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27287.719806653848,27287
,2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27947.20560388507,27947
,2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26546.93268125098,26546
,2021-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27964.356458875132,27964
,2021-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28870.835425376346,28870
,2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27311.709148125352,27311
,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29527.24482800257,29527
,2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31100.669804928315,31100
,2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33978.02198700729,33978
,2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32335.548714993765,32335
,2021-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34111.06882713335,34111
,2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33899.6834240344,33899
,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32015.57385932399,32015
,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34154.1800329302,34154
,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35667.349926152434,35667
,2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36468.736008894164,36468
,2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37977.27652862934,37977
,2021-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37435.52313574644,37435
,2021-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39152.46484654772,39152
,2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40452.99256354804,40452
,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39730.62486534826,39730
,2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42335.22350855096,42335
,2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42211.89684486435,42211
,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42431.03473210287,42431
,2021-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44506.02744145907,44506
,2021-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44764.63170540726,44764
,2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44397.684791663974,44397
,2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45149.681059456016,45149
,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44932.25190423049,44932
,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45794.05191030324,45794
,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46466.93853917387,46466
,2021-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48339.47547281921,48339
,2021-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49920.978395838,49920
,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49323.386992860746,49323
,2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50369.3586667491,50369
,2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50050.7171405905,50050
,2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50922.90241826219,50922
,2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51140.57954232429,51140
,2021-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51462.85768562989,51462
,2021-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52004.96920277311,52004
,2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51736.47758087957,51736
,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51839.22624400228,51839
,2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53185.59232286537,53185
,2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53416.99474445899,53416
,2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53049.88078389,53049
,2021-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54091.03058877976,54091
,2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54221.87853914019,54221
,2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54721.12678701819,54721
,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55586.131471552304,55586
,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55712.77602989325,55712
,2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55419.16011645832,55419
,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55190.49290877441,55190
,2021-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54709.261918888755,54709
,2021-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55253.05450904274,55253
,2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55403.99652746745,55403
,2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55556.30922753374,55556
,2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55999.329937000475,55999
,2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55829.15184947271,55829
,2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55861.091426754174,55861
,2021-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56598.81837099068,56598
,2021-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56899.93973785147,56899
,2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56693.265782370545,56693
,2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56646.12527700253,56646
,2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56383.160994456455,56383
,2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56549.67689392064,56549
,2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56208.482526352345,56208
,2021-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56678.43688915344,56678
,2021-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56252.657091874884,56252
