Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
28-Oct-20,2020-10-28,Recovered,56594,20,3609,183,1487,1073,80,1400,3,0,4128,196,1107,948,205,546,452,6260,7660,107,0,1032,8430,212,134,14,114,2015,154,356,2016,11,3859,1451,202,2742,463,3925,0
29-Oct-20,2020-10-29,Recovered,57867,15,3243,143,1057,1068,43,1788,8,0,4138,194,1083,1209,199,588,461,7661,8474,69,0,1117,7883,163,113,18,150,1908,142,427,1933,13,4087,1436,170,2465,456,3945,0
30-Oct-20,2020-10-30,Recovered,59005,22,3623,154,1094,1240,67,1650,5,0,4433,241,1027,1179,139,654,421,8521,7828,55,0,1074,8241,222,235,14,210,1800,128,577,2087,33,3924,1048,212,2590,242,4015,0
31-Oct-20,2020-10-31,Recovered,58682,24,3708,182,1386,1186,82,2161,13,0,4665,269,1014,1391,321,864,367,7468,7330,46,0,1024,7303,1057,220,21,146,1911,147,328,1920,26,3848,1486,141,2426,152,4049,0
01-Nov-20,2020-11-01,Recovered,53312,12,3509,114,730,1195,81,1458,4,0,4159,237,1128,1221,102,629,398,8053,8511,90,0,1107,3726,203,117,8,79,1815,621,368,1591,34,3644,1579,170,2388,178,4053,0
02-Nov-20,2020-11-02,Recovered,58524,20,3033,165,785,974,76,1854,8,0,4824,208,1004,1266,339,623,512,8334,7108,42,0,868,10225,278,117,48,152,1527,482,395,1105,4,3940,1456,186,2040,441,4085,0
03-Nov-20,2020-11-03,Recovered,53328,21,3700,129,473,875,43,1810,2,0,3610,239,1197,1258,165,578,490,7140,8802,30,0,912,6973,117,101,27,180,1462,457,354,1219,5,2707,1491,84,2210,409,4058,0
04-Nov-20,2020-11-04,Recovered,55873,10,2701,105,655,976,51,1209,2,0,5797,249,1022,1161,110,536,505,8045,8206,71,0,884,8728,158,72,61,148,1520,419,268,1823,79,2504,1273,112,2014,270,4129,0
05-Nov-20,2020-11-05,Recovered,54133,12,2292,108,761,467,60,1350,2,0,5289,238,1055,1507,201,651,484,5723,7699,30,0,817,11277,132,61,38,144,1460,420,349,1822,38,2413,978,115,1351,602,4187,0
06-Nov-20,2020-11-06,Recovered,53946,19,2452,99,926,613,63,1753,3,0,6121,207,1321,1533,215,632,401,2701,7854,52,0,856,11060,342,91,12,117,1641,314,372,1810,7,2402,982,121,2167,404,4283,0
07-Nov-20,2020-11-07,Recovered,48582,12,2747,106,555,1000,53,1359,6,0,6338,183,931,1638,255,688,411,2235,7120,40,0,792,6748,622,55,41,54,1683,495,517,1778,19,2352,937,126,2010,337,4339,0
08-Nov-20,2020-11-08,Recovered,48465,15,2256,96,395,825,46,2257,7,0,6069,207,819,1630,150,456,298,2360,6853,66,0,688,8232,358,116,92,101,1311,135,396,1813,89,2386,1481,66,1858,155,4383,0
09-Nov-20,2020-11-09,Recovered,41449,18,1549,85,508,851,86,2709,3,0,7014,232,993,2151,228,564,458,2686,5983,43,0,681,0,187,37,19,73,1521,145,510,1684,16,2308,1504,107,1895,205,4396,0
10-Nov-20,2020-11-10,Recovered,54639,16,2151,85,629,1014,66,2157,4,0,6157,199,879,1826,424,635,456,4215,6698,55,0,793,10769,275,129,47,82,1448,113,362,1709,13,2237,1831,44,2201,505,4415,0
11-Nov-20,2020-11-11,Recovered,52704,12,1761,75,837,821,57,2195,2,0,7264,152,1352,1829,359,433,314,2881,7252,60,0,691,9164,164,71,4,90,1340,107,460,1801,48,2210,1835,49,2112,471,4431,0
12-Nov-20,2020-11-12,Recovered,49354,15,1777,88,771,536,64,1962,0,0,6462,192,1038,2015,199,511,606,3368,6119,33,0,692,7809,191,56,51,88,1264,69,469,1804,48,2347,1716,150,1859,532,4453,0
13-Nov-20,2020-11-13,Recovered,47620,22,2178,105,642,870,84,2370,3,0,6498,167,1078,2115,239,551,661,3443,6201,62,0,833,4543,255,87,53,81,1504,70,388,1827,17,2572,1222,106,2005,300,4468,0
14-Nov-20,2020-11-14,Recovered,42317,11,2155,102,529,422,0,645,3,0,7117,145,995,1988,337,476,328,2198,6793,76,0,876,2707,190,63,28,30,1271,66,0,1754,37,2494,1736,100,2002,164,4479,0
15-Nov-20,2020-11-15,Recovered,44111,15,2140,79,389,614,87,702,4,0,7606,123,1001,1930,209,491,291,2363,6684,96,0,722,3065,259,76,35,20,1346,95,1025,1890,52,2520,1637,64,1783,218,4480,0
16-Nov-20,2020-11-16,Recovered,40392,16,1507,88,405,597,116,1594,2,0,3560,285,1040,2349,540,482,360,2188,6567,71,0,745,3001,239,78,26,46,1297,95,570,1810,12,2384,1539,77,1889,441,4376,0
17-Nov-20,2020-11-17,Recovered,44753,17,2293,56,357,749,160,1718,1,0,4421,191,1116,2614,574,568,343,2100,6620,83,0,848,5123,233,283,38,37,1315,131,265,1834,7,2314,1602,76,1838,440,4388,0
18-Nov-20,2020-11-18,Recovered,48675,15,1696,71,210,601,89,1816,0,0,6901,178,1274,2142,518,580,280,1947,7066,66,0,918,6608,194,59,61,58,1303,194,651,1721,38,2311,1607,119,2529,425,4429,0
19-Nov-20,2020-11-19,Recovered,45246,20,1821,85,267,681,130,1472,0,0,6685,157,1113,2156,704,565,264,1800,6860,14,0,887,5860,172,60,45,52,1019,102,510,1844,36,2251,1440,106,1690,388,3990,0
20-Nov-20,2020-11-20,Recovered,48968,10,1829,70,151,661,133,1427,1,0,8775,198,1040,2508,726,539,189,2181,6398,124,0,917,6945,189,84,40,97,1101,101,492,1993,52,2173,1057,112,2220,585,3850,0
21-Nov-20,2020-11-21,Recovered,44055,20,1765,67,193,462,102,1420,1,0,6963,147,1271,2466,657,564,333,1799,6719,113,0,899,4088,193,78,57,33,1011,82,592,1963,32,2133,1367,116,2097,458,3794,0
22-Nov-20,2020-11-22,Recovered,41405,12,1631,35,175,606,119,995,4,0,6154,167,1167,2235,644,579,273,1537,6227,55,0,1212,4060,205,99,48,66,905,88,497,2004,41,2010,1296,95,2187,251,3726,0
23-Nov-20,2020-11-23,Recovered,42195,13,1390,64,131,480,72,1514,3,0,7216,104,1234,2567,785,608,303,1645,5425,74,0,1120,3729,356,57,33,38,913,57,731,2288,61,1904,1015,90,2060,428,3687,0
24-Nov-20,2020-11-24,Recovered,37765,11,1447,55,121,746,66,919,3,0,4943,85,1286,1943,463,495,191,1949,5149,84,0,1112,4086,151,59,95,50,648,39,439,2214,31,1910,1097,27,2032,173,3646,0
25-Nov-20,2020-11-25,Recovered,36582,15,1176,66,117,350,77,0,4,0,5361,61,1283,1972,99,570,316,1333,5770,56,0,996,4844,115,37,21,66,728,45,444,2144,44,1873,1150,72,1328,444,3605,0
26-Nov-20,2020-11-26,Recovered,39723,12,1081,72,142,595,80,2454,3,0,4937,111,1302,2267,913,471,218,1067,5970,29,0,1199,4815,158,36,33,131,737,21,467,2179,20,1797,961,73,1518,317,3537,0
27-Nov-20,2020-11-27,Recovered,41177,17,1205,41,160,654,85,3985,8,0,5937,152,1388,2484,490,596,195,1451,4544,100,0,1152,4089,208,82,15,211,908,46,541,2194,40,1494,702,58,2058,391,3496,0
28-Nov-20,2020-11-28,Recovered,42275,10,1186,53,122,668,160,2734,4,0,6512,163,1523,2421,270,632,216,2132,5275,73,0,1317,3937,197,129,58,25,802,41,576,2178,31,1453,952,69,2527,342,3487,0
29-Nov-20,2020-11-29,Recovered,45152,19,3787,41,96,537,69,1600,3,0,6325,135,1451,2794,940,491,214,1530,5861,82,0,1508,4362,198,126,15,174,707,72,664,2556,35,1471,948,0,2618,278,3445,0
30-Nov-20,2020-11-30,Recovered,42282,13,934,47,110,547,144,2309,6,0,5824,150,1401,2120,855,483,288,2209,6055,80,0,1576,4196,165,75,59,188,809,52,572,2762,23,1456,1058,162,2472,352,2730,0
01-Dec-20,2020-12-01,Recovered,43208,16,1094,45,135,567,103,2164,3,0,5036,128,1547,2461,761,503,227,886,6151,76,0,1683,6290,152,158,73,108,669,72,812,3007,5,1411,894,34,2059,538,3340,0
02-Dec-20,2020-12-02,Recovered,40908,17,1159,32,138,636,106,1205,5,0,5329,64,1570,2646,1027,403,262,983,5924,77,0,1838,3796,219,60,12,164,660,65,518,3235,23,1398,925,57,2607,473,3275,0
03-Dec-20,2020-12-03,Recovered,42991,14,835,37,177,502,173,1982,1,0,4834,119,1427,2760,544,419,208,894,5590,71,0,1569,8066,235,87,63,52,629,27,706,3232,8,1413,873,58,1696,433,3257,0
04-Dec-20,2020-12-04,Recovered,42359,14,913,36,121,605,161,1513,2,0,4862,124,1627,2770,578,647,206,877,5496,37,0,1556,6776,273,78,35,239,642,62,643,3141,7,1426,802,68,2247,560,3215,0
05-Dec-20,2020-12-05,Recovered,41885,5,882,20,163,758,141,1380,1,0,4916,118,1535,2551,945,469,288,1400,5820,84,0,1449,5834,210,73,24,0,605,52,671,3198,9,1407,921,62,2230,457,3207,0
06-Dec-20,2020-12-06,Recovered,39078,8,914,24,84,572,60,702,1,0,4622,131,1485,1887,520,366,134,889,5217,81,0,1585,7486,193,61,17,4,570,62,623,2818,6,1398,993,59,1993,346,3167,0
07-Dec-20,2020-12-07,Recovered,39293,7,595,48,131,679,85,1861,1,0,3818,154,1568,2140,1106,386,214,1601,4705,97,0,1390,7345,149,120,33,5,607,25,886,2664,17,1389,862,42,1861,471,2231,0
08-Dec-20,2020-12-08,Recovered,36583,16,744,37,102,674,82,1525,2,0,3307,146,1531,1557,808,524,188,1019,4735,42,0,1497,6365,169,113,8,8,523,45,792,2380,20,1330,761,15,2111,436,2971,0
09-Dec-20,2020-12-09,Recovered,37693,0,785,7,178,707,147,1146,0,0,4177,132,1550,1588,819,342,202,3218,4647,48,0,1323,5111,135,169,18,62,442,46,530,2577,19,1315,753,44,2022,425,3009,0
10-Dec-20,2020-12-10,Recovered,37707,5,558,42,165,442,103,1934,1,0,3307,159,1465,1501,375,526,220,5076,4847,70,0,1307,5008,96,28,8,18,458,18,503,2339,27,1302,805,35,1495,513,2951,0
11-Dec-20,2020-12-11,Recovered,33492,7,519,424,149,674,134,2477,3,0,2402,130,1403,1812,770,422,168,1807,4748,17,0,1347,2774,144,44,30,66,408,48,651,2768,31,1311,502,46,1875,508,2873,0
12-Dec-20,2020-12-12,Recovered,33087,6,665,17,118,575,92,1322,2,0,3191,144,1338,1365,737,430,273,1531,5268,60,0,1418,3949,116,50,16,64,405,59,654,2193,24,1296,565,35,1761,435,2913,0
13-Dec-20,2020-12-13,Recovered,30640,8,613,26,117,548,114,816,0,0,2539,101,1347,1426,740,505,179,2036,5258,131,0,1278,3083,102,31,8,7,386,57,616,1468,30,1276,609,25,1770,396,2994,0
14-Dec-20,2020-12-14,Recovered,34421,8,541,37,125,635,127,1735,1,0,2854,147,1389,1744,676,387,201,2164,4481,46,0,1084,4610,980,50,25,56,389,50,633,1666,55,1203,631,32,1972,707,2980,0
15-Dec-20,2020-12-15,Recovered,33853,7,563,21,102,624,139,2880,0,0,2343,124,1236,1680,577,460,211,1594,5066,40,0,1347,4395,141,128,24,31,392,47,754,1722,33,1210,596,25,1852,524,2965,0
16-Dec-20,2020-12-16,Recovered,33360,10,715,14,90,466,75,1820,4,0,2734,104,1384,1452,1046,415,180,1403,5728,110,0,1257,3887,227,66,13,23,358,28,573,2237,19,1240,622,30,1765,498,2767,0
17-Dec-20,2020-12-17,Recovered,30891,9,498,12,124,495,105,1634,2,0,2391,89,1305,1257,532,395,164,1497,4970,46,0,1326,4358,143,70,16,78,376,32,629,1974,19,1214,517,32,1159,676,2747,0
18-Dec-20,2020-12-18,Recovered,29879,5,534,32,85,581,122,1325,6,0,2160,116,1155,1164,639,464,195,1039,4701,32,0,1450,4467,121,148,18,5,363,38,483,1655,22,1170,682,42,1584,547,2729,0
19-Dec-20,2020-12-19,Recovered,29758,7,497,11,108,793,105,1807,2,0,2168,110,1252,1075,390,465,234,2147,4749,68,0,1410,3119,141,61,17,25,362,21,560,1259,25,1202,721,30,1544,556,2717,0
20-Dec-20,2020-12-20,Recovered,25734,13,589,17,64,584,84,1426,1,0,1275,91,1190,763,1083,475,182,1062,4471,78,0,1274,2064,134,89,6,43,338,25,544,1326,38,1198,643,31,1559,347,2627,0
21-Dec-20,2020-12-21,Recovered,30250,8,422,19,93,443,101,1738,0,0,1669,108,1268,905,596,458,205,1261,4494,52,0,1290,6053,133,72,10,50,309,26,535,1365,17,1157,612,29,1397,1013,2342,0
22-Dec-20,2020-12-22,Recovered,27032,9,412,10,113,577,79,1548,0,0,1434,88,1209,662,423,281,246,1136,5057,49,0,1053,4122,149,43,13,50,388,19,624,1159,16,1139,635,34,1330,655,2270,0
23-Dec-20,2020-12-23,Recovered,29946,12,490,22,103,309,76,1566,0,0,1585,70,1309,647,594,338,204,1206,4808,46,0,1223,7620,102,159,14,50,304,44,582,937,2,1131,573,18,1102,547,2153,0
24-Dec-20,2020-12-24,Recovered,24555,14,355,37,105,522,50,1692,0,0,1120,88,1181,759,317,299,213,1268,4801,22,0,1118,3171,143,28,24,83,324,26,469,970,9,1120,384,27,1183,579,2054,0
25-Dec-20,2020-12-25,Recovered,22184,6,354,16,95,489,52,1233,0,0,1370,101,1114,637,623,409,176,1102,4506,50,0,1234,1427,74,18,12,36,406,44,412,987,23,1103,491,17,1342,271,1954,0
26-Dec-20,2020-12-26,Recovered,21466,8,442,23,105,730,68,1764,2,0,988,87,1002,600,266,369,179,964,3782,31,0,1129,1526,84,45,10,2,371,26,564,990,15,1098,536,15,1368,416,1861,0
27-Dec-20,2020-12-27,Recovered,21097,9,422,26,60,703,56,1134,1,0,939,79,920,620,610,264,134,1214,3463,21,0,1160,2124,73,27,3,23,319,43,483,1168,16,1091,509,23,1391,229,1740,0
28-Dec-20,2020-12-28,Recovered,24822,5,410,18,90,617,46,1901,0,0,959,91,1016,571,394,275,154,1178,4172,16,0,1090,4501,74,30,19,20,324,35,450,1206,15,1074,551,16,1585,305,1614,0
29-Dec-20,2020-12-29,Recovered,26589,8,364,17,87,523,81,1607,1,0,850,116,999,544,552,299,203,1344,5029,12,0,1122,5572,43,24,17,6,383,34,377,1149,13,1065,627,10,1369,555,1587,0
30-Dec-20,2020-12-30,Recovered,26407,9,472,11,115,558,30,1588,0,0,940,114,834,476,755,270,185,1217,5707,32,0,1061,4913,80,19,6,29,328,26,324,1142,17,1060,592,14,1202,724,1557,0
31-Dec-20,2020-12-31,Recovered,21969,6,328,15,72,299,78,1518,1,0,888,75,916,497,341,249,218,1282,5376,12,0,866,3612,77,0,7,21,329,15,453,957,15,1038,316,16,0,539,1537,0
01-Jan-21,2021-01-01,Recovered,23838,4,350,2,82,404,64,1019,0,0,717,78,907,533,412,248,105,1084,5111,9,0,900,4279,64,0,2,14,301,50,408,942,5,1029,617,28,2082,492,1496,0
02-Jan-21,2021-01-02,Recovered,20903,7,279,10,80,490,117,1963,0,0,496,104,922,425,339,260,205,976,4985,10,0,855,2110,40,88,3,5,232,30,315,890,13,1007,535,16,1190,463,1443,0
03-Jan-21,2021-01-03,Recovered,19658,9,352,7,60,631,54,1237,3,0,708,83,938,450,433,205,159,743,4668,10,0,947,2064,33,13,18,9,244,38,263,801,33,1002,574,14,1179,244,1432,0
04-Jan-21,2021-01-04,Recovered,29209,2,252,15,67,430,68,1349,1,0,727,88,898,391,304,419,232,1283,5145,21,0,857,10362,47,18,26,9,298,28,490,755,22,985,518,6,1054,695,1347,0
05-Jan-21,2021-01-05,Recovered,21161,8,278,11,50,456,116,1651,1,0,557,70,868,300,307,215,255,1377,4922,22,0,839,2828,751,12,6,30,271,31,293,751,9,971,317,11,928,483,1166,0
06-Jan-21,2021-01-06,Recovered,19689,3,428,0,79,424,61,1042,2,0,719,82,897,329,260,264,165,1238,5110,28,0,633,2570,29,14,7,22,230,35,235,564,42,943,472,9,1067,415,1271,0
07-Jan-21,2021-01-07,Recovered,20503,5,368,13,48,423,57,1253,0,0,780,90,899,377,191,187,195,812,5638,15,0,750,3350,35,27,12,7,282,47,290,735,13,911,305,8,646,439,1295,0
08-Jan-21,2021-01-08,Recovered,19242,2,308,9,54,504,55,759,0,0,823,105,892,340,171,273,188,657,5325,13,0,809,2890,58,5,13,4,244,36,252,537,86,897,397,9,1001,390,1136,0
09-Jan-21,2021-01-09,Recovered,19460,7,423,16,56,411,59,770,1,0,603,89,851,211,175,272,205,872,5424,7,0,826,2401,31,24,1,25,269,51,301,1098,29,882,474,0,1375,243,978,0
10-Jan-21,2021-01-10,Recovered,16737,2,289,3,29,408,31,962,2,0,602,100,806,286,202,195,169,593,4659,16,0,816,2302,39,27,6,0,240,40,312,476,22,857,415,10,561,303,957,0
11-Jan-21,2021-01-11,Recovered,18578,9,213,8,64,378,29,1255,0,0,407,66,746,201,164,355,229,797,3922,17,0,650,4286,46,24,2,16,228,34,265,568,30,869,461,7,770,523,939,0
12-Jan-21,2021-01-12,Recovered,17762,2,234,7,56,214,24,1207,0,0,545,94,855,290,174,198,153,1181,4270,15,0,615,3282,28,19,5,12,181,28,315,675,16,827,293,3,789,276,879,0
13-Jan-21,2021-01-13,Recovered,17797,5,231,4,40,391,14,930,1,0,534,78,792,250,71,174,152,765,5158,49,0,655,3009,56,9,1,7,170,44,222,790,10,821,394,8,879,289,794,0
14-Jan-21,2021-01-14,Recovered,15943,0,219,5,31,238,41,970,0,0,390,67,737,329,81,237,173,564,4337,29,0,598,3309,41,17,5,11,210,22,253,384,155,826,238,6,539,187,694,0
15-Jan-21,2021-01-15,Recovered,16809,4,232,8,42,371,33,1009,0,0,427,61,738,236,95,179,133,643,4603,12,0,574,3500,34,4,7,22,256,32,257,377,12,805,253,4,956,234,656,0
16-Jan-21,2021-01-16,Recovered,17202,0,326,8,61,328,67,615,0,0,397,69,764,218,83,256,158,676,5011,12,0,793,3039,79,15,16,2,230,22,322,558,10,775,417,7,930,272,666,0
17-Jan-21,2021-01-17,Recovered,14513,1,251,7,30,383,43,351,0,0,385,59,704,211,126,182,111,855,4408,9,0,478,2342,58,12,7,4,228,37,195,496,6,770,379,0,666,98,621,0
18-Jan-21,2021-01-18,Recovered,17127,1,263,2,139,344,53,1301,2,0,362,66,700,280,103,194,131,973,3921,11,0,540,3854,58,2,5,4,255,20,278,626,9,758,346,5,622,330,569,0
19-Jan-21,2021-01-19,Recovered,17229,0,231,8,106,595,49,436,1,0,222,115,709,241,81,120,141,807,4296,6,0,725,4516,93,18,11,7,250,26,247,537,9,772,298,3,789,251,513,0
20-Jan-21,2021-01-20,Recovered,20071,3,196,6,98,257,42,718,0,0,405,84,707,204,72,113,170,665,7364,9,0,997,4589,10,7,17,7,270,32,202,438,1,713,351,2,682,131,509,0
21-Jan-21,2021-01-21,Recovered,17734,4,254,9,116,315,40,711,1,0,246,54,727,185,55,104,136,815,6229,8,0,704,3980,43,6,6,2,224,32,227,406,17,705,224,4,345,283,517,0
22-Jan-21,2021-01-22,Recovered,17166,3,167,2,103,458,33,763,1,0,319,80,700,209,81,97,127,890,6108,5,0,463,3419,36,3,8,5,212,27,217,416,9,689,351,5,484,183,493,0
23-Jan-21,2021-01-23,Recovered,16033,0,172,1,94,203,31,637,0,0,367,63,702,158,73,88,177,542,5283,8,0,454,3694,18,10,2,4,205,27,232,472,10,673,431,3,513,212,474,0
24-Jan-21,2021-01-24,Recovered,13148,1,155,20,99,267,22,366,2,0,315,102,704,175,52,73,109,401,5173,9,0,388,1743,11,16,5,1,182,43,232,468,9,642,376,0,508,25,454,0
25-Jan-21,2021-01-25,Recovered,16092,9,141,4,83,222,54,539,1,0,190,113,707,247,63,83,122,1036,5606,11,0,861,3080,26,9,9,10,140,26,258,370,13,627,302,3,456,254,417,0
26-Jan-21,2021-01-26,Recovered,13250,0,203,2,89,170,0,182,1,0,218,62,637,190,59,54,65,738,5290,4,0,515,2106,21,12,2,3,143,17,164,257,17,595,349,5,569,102,409,0
27-Jan-21,2021-01-27,Recovered,14261,5,97,2,94,710,37,944,0,0,212,90,462,117,68,129,117,760,5006,3,0,345,2556,13,10,6,40,108,36,204,305,3,564,399,4,333,96,386,0
28-Jan-21,2021-01-28,Recovered,20315,2,128,3,95,281,24,6479,0,0,119,52,602,111,52,149,112,644,5594,2,0,321,3181,23,7,7,5,132,29,192,188,3,544,306,3,380,178,367,0
29-Jan-21,2021-01-29,Recovered,14886,3,175,2,102,278,26,455,0,0,267,103,463,154,40,215,86,607,6398,4,14,297,2613,25,11,5,3,157,27,208,265,8,531,356,2,521,116,349,0
30-Jan-21,2021-01-30,Recovered,14077,1,147,0,70,187,25,502,2,0,290,76,441,153,52,135,100,547,7032,2,16,283,1535,21,17,4,2,138,32,146,238,6,526,367,2,474,167,341,0
31-Jan-21,2021-01-31,Recovered,11882,0,127,1,54,162,12,195,0,0,211,60,335,110,32,70,63,465,5730,4,19,318,1670,8,9,8,0,141,41,242,194,9,523,276,0,369,86,338,0
01-Feb-21,2021-02-01,Recovered,13443,4,99,3,70,118,21,520,1,0,214,86,406,122,37,83,81,470,5215,3,7,260,3289,9,6,3,4,136,25,220,309,4,517,264,3,389,139,306,0
02-Feb-21,2021-02-02,Recovered,14250,0,147,0,37,173,15,276,0,0,160,62,422,103,38,83,81,412,5747,4,0,296,4011,6,9,1,0,138,26,171,235,2,521,221,2,462,80,309,0
03-Feb-21,2021-02-03,Recovered,17813,0,129,2,59,138,31,202,0,0,153,70,528,104,14,61,80,433,6380,5,5,250,7030,35,10,3,5,122,29,179,196,1,533,197,0,431,95,303,0
04-Feb-21,2021-02-04,Recovered,15788,0,87,1,30,109,19,387,0,0,165,56,330,128,16,75,64,470,6341,3,0,263,5339,11,9,5,6,112,25,160,192,9,517,198,5,263,92,301,0
05-Feb-21,2021-02-05,Recovered,14512,0,179,0,29,201,23,263,1,0,140,78,425,96,48,63,47,470,6653,3,2,299,3513,11,9,3,0,122,27,214,173,7,506,189,1,323,97,297,0
06-Feb-21,2021-02-06,Recovered,11761,0,133,2,20,84,0,297,1,0,151,56,401,112,51,88,54,434,6178,1,0,315,1739,11,3,5,5,109,32,166,150,5,503,147,1,164,50,293,0
07-Feb-21,2021-02-07,Recovered,11756,0,82,0,24,84,63,210,0,0,179,48,355,90,77,60,34,493,5948,3,0,217,1622,18,5,0,0,106,27,185,138,7,498,186,3,670,35,289,0
08-Feb-21,2021-02-08,Recovered,13600,0,102,3,26,129,25,362,1,0,138,85,450,89,35,80,31,350,5959,7,11,190,3423,18,3,3,11,83,28,245,93,3,495,197,0,504,142,279,0
09-Feb-21,2021-02-09,Recovered,12928,0,115,1,17,120,21,222,0,0,144,98,353,105,72,55,35,513,6475,17,16,219,2554,15,4,3,3,108,37,212,125,4,491,186,2,243,67,276,0
10-Feb-21,2021-02-10,Recovered,11796,0,121,0,17,60,26,312,0,0,131,64,495,107,49,32,42,322,5745,3,25,175,2421,39,4,3,3,81,32,180,89,3,493,163,0,166,110,283,0
11-Feb-21,2021-02-11,Recovered,15722,0,79,0,23,113,30,848,0,0,135,59,302,81,30,40,53,340,5692,8,1,199,6107,3,5,2,5,60,22,187,174,0,490,118,2,151,77,286,0
12-Feb-21,2021-02-12,Recovered,11358,2,106,0,12,86,17,410,0,0,136,127,281,114,17,84,51,405,5332,3,0,218,2422,8,3,2,13,71,31,162,85,4,486,152,2,189,63,264,0
13-Feb-21,2021-02-13,Recovered,11107,4,71,1,28,80,35,256,0,0,138,51,283,70,38,77,29,430,5835,3,15,227,1773,7,3,0,7,100,24,221,107,2,482,185,0,221,47,257,0
14-Feb-21,2021-02-14,Recovered,9500,0,117,1,15,78,13,165,0,0,158,79,270,70,132,65,29,486,4692,6,2,205,1355,4,22,3,9,103,33,204,103,5,479,177,1,156,1,262,0
15-Feb-21,2021-02-15,Recovered,11793,0,69,1,16,79,24,488,0,0,134,59,280,57,34,69,33,430,5073,3,7,194,3105,7,21,1,15,83,41,217,126,2,477,169,0,122,99,258,0
16-Feb-21,2021-02-16,Recovered,11836,5,140,0,14,78,24,378,3,0,110,66,271,169,47,46,39,344,5439,6,15,221,2700,2,30,1,16,63,43,198,168,1,470,161,0,217,96,255,0
17-Feb-21,2021-02-17,Recovered,12028,1,57,0,13,82,19,202,0,0,75,39,273,74,50,56,39,537,4832,3,6,243,3853,2,23,1,5,88,27,179,108,1,462,150,0,226,53,249,0
18-Feb-21,2021-02-18,Recovered,10914,0,54,1,11,68,22,278,0,0,153,51,270,94,69,53,37,306,5193,1,3,193,2543,10,24,3,6,100,23,169,77,1,470,101,1,256,30,243,0
19-Feb-21,2021-02-19,Recovered,10214,4,77,0,19,75,13,222,0,0,157,56,277,94,35,67,51,291,4854,9,14,250,2159,3,22,1,9,92,34,214,98,5,467,149,0,90,68,238,0
20-Feb-21,2021-02-20,Recovered,11413,1,70,0,18,57,12,198,0,0,179,62,270,108,68,70,45,389,5841,2,11,213,2567,4,13,4,2,73,18,264,66,2,459,157,0,200,-265,235,0
21-Feb-21,2021-02-21,Recovered,9715,0,72,0,18,58,11,138,2,0,97,44,264,76,36,63,36,353,4345,1,12,238,2417,8,4,0,6,54,18,206,137,5,460,146,0,141,16,233,0
22-Feb-21,2021-02-22,Recovered,13233,0,71,0,18,59,18,382,0,0,157,53,272,93,25,44,45,287,5037,3,11,241,5035,34,2,2,1,59,26,225,122,3,461,143,1,0,72,231,0
23-Feb-21,2021-02-23,Recovered,13969,0,84,1,20,71,15,292,0,0,130,41,294,97,29,62,51,378,4823,1,21,200,5869,16,3,0,0,77,21,276,87,2,453,0,0,289,38,228,0
24-Feb-21,2021-02-24,Recovered,12100,1,66,0,25,92,17,309,0,0,115,35,296,82,23,69,47,313,5885,3,0,223,2772,2,5,1,4,90,17,248,90,0,469,297,0,203,80,221,0
25-Feb-21,2021-02-25,Recovered,12222,2,74,1,13,91,20,258,0,0,188,33,301,67,27,59,40,947,4652,4,7,201,3744,4,1,2,1,67,13,278,124,5,471,99,22,135,52,219,0
26-Feb-21,2021-02-26,Recovered,12790,0,71,0,22,92,26,310,2,0,193,41,315,98,27,101,43,642,4142,4,8,246,4936,10,1,4,4,63,22,255,125,0,483,129,0,114,38,223,0
27-Feb-21,2021-02-27,Recovered,11709,0,86,3,23,71,25,295,0,0,164,50,328,94,24,72,41,380,4650,2,8,241,3648,4,2,2,0,56,16,368,78,3,491,148,0,115,4,217,0
28-Feb-21,2021-02-28,Recovered,11291,0,66,0,15,30,26,132,0,0,168,45,301,103,21,62,40,350,4333,1,1,243,3753,13,1,5,3,52,20,376,102,6,490,163,0,143,11,216,0
01-Mar-21,2021-03-01,Recovered,12472,0,51,0,16,51,19,143,0,0,105,62,360,151,15,56,46,324,3475,8,7,219,5754,4,1,3,0,76,16,394,123,1,482,165,3,104,26,212,0
02-Mar-21,2021-03-02,Recovered,13113,0,57,0,14,42,24,258,0,0,78,48,361,113,20,94,38,309,3512,2,1,259,6332,5,5,1,0,56,32,374,66,10,473,157,0,98,65,209,0
03-Mar-21,2021-03-03,Recovered,14071,0,82,0,19,50,24,138,0,0,196,42,358,118,19,49,56,413,4031,4,16,293,6559,2,1,1,0,64,20,365,85,11,494,163,2,134,31,231,0
04-Mar-21,2021-03-04,Recovered,13788,1,56,0,15,40,36,203,0,0,143,38,369,149,20,70,47,496,4156,2,24,228,6135,0,1,2,2,71,19,385,116,1,490,114,9,114,19,217,0
05-Mar-21,2021-03-05,Recovered,14186,1,94,0,20,44,34,445,0,0,231,42,405,124,22,72,49,427,3638,3,2,308,6467,2,1,4,0,64,20,400,119,0,562,149,0,139,35,263,0
06-Mar-21,2021-03-06,Recovered,14379,1,93,0,16,28,34,384,1,0,320,45,403,145,45,87,64,355,3517,2,2,395,6080,4,0,5,1,88,21,644,114,1,560,196,4,416,38,270,0
